./instancias/texto_mas_parecido_15_500_1.txt#00:32:59#00:35:30
Iteración	Distancia Inicial	Distancia Obtenida
0	370	360
1	369	357
2	369	359
3	378	359
4	366	359
5	364	357
6	375	353
7	374	357
8	359	354
9	363	352
10	360	355
11	365	355
12	369	360
13	381	358
14	363	354
15	363	355
16	382	354
17	364	355
18	363	361
19	367	355
20	372	354
21	367	355
22	364	355
23	363	355
24	372	356
25	367	356
26	365	357
27	364	357
28	366	357
29	371	357
30	358	352
31	362	350
32	380	356
33	365	355
34	377	360
35	364	359
36	390	356
37	362	360
38	377	354
39	364	352
40	366	355
41	373	363
42	372	356
43	360	353
44	368	354
45	372	359
46	373	356
47	368	359
48	359	352
49	361	355
50	362	353
51	371	356
52	363	357
53	372	359
54	371	355
55	369	359
56	366	354
57	364	358
58	372	358
59	370	357
60	365	362
61	359	355
62	379	354
63	375	357
64	363	353
65	367	358
66	372	356
67	360	355
68	365	354
69	371	357
70	367	353
71	370	351
72	365	357
73	359	357
74	374	361
75	372	355
76	363	358
77	365	359
78	368	353
79	363	357
80	366	358
81	360	354
82	370	355
83	366	357
84	380	355
85	367	359
86	367	355
87	369	360
88	366	359
89	368	356
90	363	356
91	366	353
92	373	359
93	384	355
94	373	357
95	364	353
96	360	353
97	370	362
98	367	355
99	376	357
