./instancias/texto_mas_parecido_15_500_3.txt#01:32:15#01:34:54
Iteración	Distancia Inicial	Distancia Obtenida
0	360	349
1	373	356
2	367	353
3	365	358
4	368	351
5	363	356
6	369	353
7	358	351
8	365	346
9	360	355
10	367	355
11	360	355
12	357	348
13	373	362
14	358	352
15	365	358
16	356	352
17	363	356
18	367	354
19	360	351
20	363	353
21	361	356
22	375	354
23	363	354
24	364	351
25	367	354
26	361	353
27	362	355
28	364	351
29	367	356
30	367	355
31	360	353
32	361	350
33	370	353
34	359	351
35	356	355
36	367	350
37	373	353
38	359	350
39	365	353
40	365	351
41	357	353
42	361	353
43	370	359
44	363	350
45	368	351
46	362	351
47	363	351
48	362	350
49	362	353
50	361	356
51	365	353
52	375	353
53	358	347
54	371	356
55	361	351
56	368	350
57	367	352
58	373	364
59	358	354
60	372	354
61	369	353
62	361	352
63	367	352
64	361	353
65	365	356
66	358	351
67	368	355
68	365	356
69	368	359
70	365	354
71	368	356
72	356	352
73	370	351
74	360	356
75	361	353
76	359	351
77	360	349
78	365	355
79	371	353
80	358	354
81	365	356
82	366	354
83	371	355
84	356	350
85	366	349
86	374	355
87	374	353
88	361	349
89	358	351
90	362	352
91	359	353
92	360	350
93	361	353
94	366	354
95	362	357
96	366	351
97	369	352
98	371	353
99	363	351
