./instancias/texto_mas_parecido_15_500_2.txt#00:51:20#00:54:04
Iteración	Distancia Inicial	Distancia Obtenida
0	368	356
1	377	355
2	364	353
3	367	355
4	360	354
5	367	353
6	372	356
7	364	354
8	358	351
9	363	353
10	366	355
11	358	354
12	374	357
13	367	354
14	368	360
15	375	353
16	364	354
17	354	349
18	363	354
19	362	353
20	362	354
21	361	353
22	371	356
23	366	353
24	367	356
25	366	360
26	361	353
27	360	353
28	372	358
29	373	359
30	360	349
31	359	350
32	376	355
33	370	356
34	368	352
35	366	352
36	361	354
37	361	357
38	363	355
39	368	360
40	362	356
41	363	357
42	358	352
43	381	355
44	372	355
45	367	357
46	367	355
47	362	354
48	363	351
49	359	351
50	359	350
51	373	362
52	367	357
53	374	356
54	369	355
55	367	357
56	371	356
57	369	359
58	365	353
59	373	351
60	363	355
61	367	357
62	364	357
63	362	351
64	367	356
65	365	353
66	377	360
67	367	354
68	365	355
69	367	357
70	360	357
71	358	352
72	362	355
73	365	351
74	367	355
75	361	357
76	360	354
77	373	352
78	363	357
79	367	355
80	366	352
81	366	354
82	362	353
83	373	357
84	361	353
85	371	358
86	363	352
87	370	360
88	364	358
89	361	353
90	368	358
91	375	354
92	374	356
93	377	357
94	369	355
95	370	356
96	359	352
97	370	356
98	372	353
99	362	356
