./instancias/texto_mas_parecido_10_300_2.txt#17:49:46#17:50:14
Iteración	Distancia Inicial	Distancia Obtenida
0	220	208
1	213	205
2	221	208
3	221	211
4	221	207
5	219	204
6	210	207
7	210	208
8	215	210
9	217	206
10	217	207
11	214	204
12	218	208
13	222	207
14	222	211
15	213	207
16	221	205
17	209	204
18	221	212
19	219	208
20	220	206
21	211	206
22	216	209
23	215	208
24	216	206
25	216	205
26	214	206
27	216	206
28	219	208
29	211	206
30	211	205
31	213	207
32	220	209
33	216	209
34	214	207
35	211	202
36	211	207
37	221	208
38	218	212
39	213	204
40	225	205
41	215	211
42	215	207
43	218	209
44	211	209
45	210	205
46	230	208
47	226	210
48	225	209
49	221	207
50	214	205
51	214	207
52	211	205
53	219	210
54	215	206
55	223	210
56	216	208
57	219	206
58	215	207
59	222	205
60	212	205
61	216	208
62	216	207
63	217	207
64	219	208
65	217	208
66	213	208
67	209	204
68	215	210
69	211	203
70	212	209
71	215	208
72	215	209
73	211	206
74	216	206
75	215	205
76	217	209
77	219	208
78	220	209
79	215	209
80	211	208
81	224	208
82	213	206
83	213	208
84	226	208
85	216	210
86	213	208
87	222	205
88	221	206
89	216	208
90	216	207
91	217	206
92	217	212
93	213	210
94	216	206
95	220	211
96	223	206
97	217	209
98	223	204
99	210	206
