./instancias/texto_mas_parecido_10_300_3.txt#17:55:35#17:56:01
Iteración	Distancia Inicial	Distancia Obtenida
0	210	201
1	210	204
2	208	201
3	213	202
4	215	204
5	211	202
6	214	203
7	206	202
8	210	205
9	220	206
10	206	203
11	213	205
12	209	202
13	217	203
14	212	203
15	206	202
16	216	201
17	210	202
18	204	198
19	206	202
20	211	201
21	215	207
22	213	205
23	209	204
24	219	205
25	206	202
26	216	206
27	215	203
28	213	207
29	211	202
30	220	205
31	210	202
32	207	201
33	212	202
34	208	203
35	212	203
36	219	202
37	209	201
38	209	204
39	211	208
40	211	199
41	210	205
42	213	202
43	205	202
44	220	206
45	214	203
46	212	203
47	209	205
48	208	203
49	209	203
50	208	204
51	218	205
52	208	199
53	210	200
54	218	205
55	205	196
56	218	203
57	211	204
58	214	203
59	215	207
60	207	203
61	208	202
62	220	203
63	213	204
64	208	202
65	207	199
66	221	202
67	224	206
68	212	199
69	214	202
70	217	203
71	213	205
72	221	203
73	208	202
74	217	204
75	211	205
76	217	202
77	209	204
78	208	203
79	216	205
80	208	204
81	210	203
82	211	200
83	212	203
84	211	201
85	211	201
86	205	202
87	210	202
88	218	204
89	221	203
90	208	202
91	210	203
92	215	206
93	209	202
94	209	206
95	204	197
96	211	203
97	210	201
98	212	202
99	209	205
