./instancias/texto_mas_parecido_10_300_2.txt#17:48:28#17:48:54
Iteración	Distancia Inicial	Distancia Obtenida
0	215	207
1	212	205
2	216	206
3	212	204
4	213	206
5	215	206
6	216	207
7	220	205
8	221	205
9	216	209
10	215	206
11	220	204
12	214	204
13	216	208
14	212	205
15	218	205
16	219	209
17	216	210
18	221	209
19	218	208
20	211	204
21	211	207
22	223	208
23	215	207
24	217	206
25	216	209
26	216	208
27	220	209
28	213	206
29	215	206
30	213	204
31	209	205
32	217	210
33	217	208
34	216	211
35	221	207
36	218	208
37	220	206
38	220	208
39	217	210
40	207	204
41	209	207
42	214	204
43	218	210
44	216	206
45	212	207
46	213	209
47	219	210
48	221	209
49	220	209
50	217	209
51	214	208
52	215	208
53	219	208
54	214	207
55	226	209
56	213	210
57	218	209
58	216	207
59	214	208
60	215	207
61	221	211
62	212	206
63	217	209
64	217	212
65	218	211
66	218	207
67	223	205
68	221	212
69	212	207
70	215	206
71	210	206
72	225	210
73	212	207
74	214	203
75	220	207
76	216	206
77	221	208
78	216	210
79	213	205
80	219	206
81	211	208
82	216	208
83	211	208
84	213	203
85	211	209
86	206	204
87	217	210
88	215	208
89	213	207
90	215	202
91	220	212
92	219	209
93	221	210
94	221	207
95	215	205
96	214	208
97	214	205
98	219	208
99	210	208
