./instancias/texto_mas_parecido_10_300_3.txt#17:54:04#17:54:29
Iteración	Distancia Inicial	Distancia Obtenida
0	210	203
1	208	200
2	218	203
3	215	205
4	216	202
5	209	199
6	209	204
7	221	203
8	217	206
9	208	203
10	217	205
11	211	207
12	215	201
13	215	202
14	216	205
15	219	206
16	209	203
17	207	203
18	215	207
19	210	201
20	208	201
21	205	202
22	206	197
23	213	203
24	210	205
25	215	205
26	210	201
27	215	202
28	214	202
29	206	203
30	206	201
31	224	203
32	205	202
33	211	200
34	216	201
35	212	201
36	213	202
37	216	203
38	210	202
39	211	201
40	220	206
41	212	204
42	206	204
43	210	204
44	209	200
45	205	201
46	207	200
47	205	202
48	208	201
49	209	206
50	211	205
51	205	201
52	211	203
53	206	202
54	211	201
55	206	203
56	210	201
57	210	204
58	208	201
59	215	202
60	208	201
61	209	200
62	211	202
63	209	203
64	215	204
65	217	201
66	213	204
67	214	204
68	209	204
69	209	203
70	216	205
71	212	205
72	210	203
73	211	199
74	215	206
75	209	201
76	208	199
77	213	205
78	209	203
79	206	201
80	212	205
81	212	201
82	219	203
83	209	203
84	207	202
85	212	205
86	211	206
87	209	201
88	208	201
89	217	203
90	209	200
91	211	200
92	206	203
93	205	203
94	201	199
95	213	203
96	209	202
97	203	200
98	210	202
99	212	199
