./instancias/texto_mas_parecido_10_300_2.txt#17:48:56#17:49:24
Iteración	Distancia Inicial	Distancia Obtenida
0	218	209
1	212	206
2	217	208
3	215	207
4	215	208
5	211	209
6	213	205
7	216	210
8	218	207
9	218	212
10	215	205
11	225	206
12	214	205
13	222	209
14	221	209
15	217	208
16	211	207
17	224	205
18	209	207
19	215	206
20	220	208
21	215	209
22	220	207
23	217	204
24	213	207
25	226	209
26	216	209
27	215	204
28	210	204
29	213	207
30	220	207
31	214	209
32	220	209
33	214	207
34	213	205
35	220	208
36	215	208
37	214	204
38	218	208
39	220	206
40	208	203
41	213	205
42	217	207
43	213	204
44	211	204
45	216	210
46	214	206
47	219	207
48	217	214
49	216	209
50	209	206
51	222	213
52	217	208
53	211	206
54	214	203
55	225	208
56	213	206
57	215	210
58	214	208
59	213	204
60	215	210
61	217	206
62	220	203
63	212	206
64	221	208
65	215	210
66	223	207
67	226	208
68	210	207
69	212	206
70	214	207
71	219	207
72	226	208
73	221	210
74	221	205
75	224	210
76	216	208
77	215	205
78	219	206
79	211	207
80	219	205
81	215	207
82	210	206
83	220	208
84	213	207
85	214	204
86	217	207
87	216	209
88	211	205
89	216	208
90	219	210
91	219	207
92	226	207
93	225	208
94	222	210
95	211	207
96	214	207
97	214	205
98	214	210
99	213	204
