./instancias/texto_mas_parecido_10_300_3.txt#17:57:04#17:57:31
Iteración	Distancia Inicial	Distancia Obtenida
0	214	204
1	213	201
2	206	200
3	218	203
4	210	202
5	209	201
6	217	204
7	209	201
8	210	200
9	212	204
10	212	206
11	219	205
12	206	203
13	229	201
14	215	204
15	211	202
16	211	201
17	210	201
18	205	202
19	208	202
20	213	206
21	218	205
22	213	201
23	215	204
24	219	207
25	216	206
26	210	204
27	215	211
28	220	210
29	210	203
30	212	203
31	213	205
32	216	209
33	213	202
34	216	200
35	211	200
36	211	199
37	214	204
38	220	202
39	203	200
40	211	204
41	207	199
42	211	201
43	210	202
44	206	204
45	220	205
46	221	201
47	209	202
48	210	200
49	209	203
50	212	203
51	209	199
52	214	202
53	207	204
54	214	205
55	204	199
56	222	206
57	203	200
58	209	199
59	204	201
60	212	207
61	217	205
62	207	200
63	211	201
64	214	201
65	206	199
66	211	204
67	213	203
68	225	204
69	213	202
70	211	202
71	220	206
72	218	201
73	211	205
74	208	202
75	211	203
76	214	203
77	211	202
78	206	202
79	207	203
80	210	202
81	211	200
82	212	202
83	209	204
84	212	202
85	212	202
86	207	201
87	216	204
88	214	201
89	214	206
90	221	204
91	204	200
92	211	203
93	209	202
94	215	204
95	210	205
96	211	203
97	221	209
98	202	200
99	209	203
