./instancias/texto_mas_parecido_10_300_1.txt#17:38:34#17:39:00
Iteración	Distancia Inicial	Distancia Obtenida
0	212	206
1	217	206
2	212	204
3	211	205
4	213	207
5	215	207
6	213	208
7	222	209
8	210	205
9	211	207
10	210	207
11	215	209
12	213	208
13	218	208
14	213	207
15	210	204
16	216	208
17	219	209
18	220	204
19	217	207
20	217	205
21	212	203
22	215	208
23	213	206
24	214	207
25	212	207
26	207	204
27	208	206
28	215	206
29	214	207
30	217	210
31	217	202
32	215	205
33	211	204
34	221	206
35	211	204
36	220	209
37	211	208
38	218	208
39	210	202
40	213	207
41	215	207
42	216	207
43	226	206
44	217	210
45	210	205
46	224	207
47	210	203
48	217	203
49	222	207
50	212	205
51	210	206
52	226	204
53	211	205
54	214	207
55	214	207
56	210	204
57	215	211
58	210	205
59	209	205
60	215	209
61	220	207
62	215	208
63	223	210
64	217	207
65	216	207
66	212	207
67	216	206
68	217	210
69	224	206
70	218	207
71	216	207
72	213	205
73	210	205
74	207	205
75	213	209
76	215	207
77	214	209
78	211	205
79	211	205
80	220	206
81	224	208
82	214	209
83	223	205
84	209	204
85	212	207
86	221	207
87	216	205
88	216	206
89	217	204
90	216	205
91	208	205
92	218	212
93	213	207
94	212	208
95	215	205
96	219	208
97	213	205
98	226	209
99	211	206
