./instancias/texto_mas_parecido_10_300_1.txt#17:21:29#17:21:54
Iteración	Distancia Inicial	Distancia Obtenida
0	215	203
1	217	205
2	213	203
3	215	210
4	213	210
5	214	204
6	217	206
7	212	205
8	224	204
9	213	206
10	214	205
11	210	206
12	217	208
13	210	205
14	206	203
15	216	206
16	226	210
17	216	208
18	216	208
19	219	208
20	219	205
21	216	206
22	215	206
23	209	205
24	210	205
25	216	203
26	217	205
27	217	207
28	209	200
29	212	204
30	211	204
31	211	206
32	215	205
33	215	207
34	216	209
35	218	207
36	216	206
37	209	203
38	220	210
39	217	207
40	219	211
41	214	203
42	213	207
43	211	207
44	213	207
45	223	208
46	214	206
47	217	206
48	217	209
49	214	209
50	220	206
51	214	204
52	217	212
53	214	204
54	211	202
55	206	203
56	212	205
57	214	207
58	217	207
59	226	208
60	216	210
61	214	201
62	210	204
63	219	208
64	219	208
65	214	206
66	219	207
67	216	200
68	213	208
69	212	206
70	215	207
71	212	205
72	213	206
73	228	206
74	219	207
75	213	205
76	220	203
77	221	208
78	215	207
79	221	209
80	217	206
81	212	205
82	217	210
83	214	204
84	225	205
85	211	203
86	215	206
87	217	210
88	215	204
89	227	205
90	214	208
91	216	209
92	216	205
93	211	208
94	215	205
95	218	207
96	212	204
97	213	207
98	212	210
99	211	205
