./instancias/texto_mas_parecido_10_300_1.txt#17:36:24#17:36:50
Iteración	Distancia Inicial	Distancia Obtenida
0	219	207
1	211	206
2	219	211
3	214	206
4	212	204
5	214	203
6	213	207
7	217	211
8	213	208
9	223	206
10	210	203
11	218	208
12	210	207
13	217	206
14	213	206
15	216	210
16	210	205
17	221	204
18	216	210
19	215	207
20	219	209
21	213	205
22	212	205
23	208	205
24	214	208
25	221	205
26	216	211
27	215	203
28	216	203
29	208	205
30	219	206
31	211	207
32	217	208
33	213	205
34	216	210
35	212	205
36	214	208
37	225	209
38	213	208
39	206	204
40	220	208
41	215	207
42	213	206
43	213	208
44	223	206
45	211	205
46	217	209
47	215	207
48	223	207
49	218	206
50	208	207
51	215	208
52	217	209
53	216	206
54	220	205
55	221	203
56	218	206
57	214	204
58	209	204
59	219	208
60	220	207
61	210	205
62	219	210
63	210	205
64	213	205
65	214	207
66	210	205
67	212	206
68	221	209
69	222	207
70	216	204
71	214	207
72	224	207
73	215	204
74	213	204
75	219	207
76	220	206
77	215	206
78	211	207
79	219	207
80	212	209
81	215	207
82	217	212
83	214	210
84	211	205
85	223	212
86	219	202
87	218	205
88	213	207
89	210	207
90	218	209
91	212	208
92	217	203
93	212	205
94	217	208
95	210	208
96	208	202
97	211	208
98	222	210
99	216	206
