./instancias/texto_mas_parecido_10_300_1.txt#17:39:36#17:40:01
Iteración	Distancia Inicial	Distancia Obtenida
0	213	209
1	217	212
2	213	205
3	212	205
4	214	207
5	216	206
6	208	203
7	206	204
8	209	206
9	215	207
10	211	206
11	219	208
12	219	207
13	217	210
14	219	207
15	212	208
16	216	209
17	221	208
18	215	203
19	212	206
20	218	204
21	224	209
22	217	209
23	211	207
24	219	206
25	212	208
26	216	205
27	215	206
28	213	203
29	220	207
30	220	207
31	218	208
32	224	208
33	220	207
34	219	208
35	220	207
36	212	208
37	212	207
38	214	207
39	215	206
40	230	208
41	220	209
42	212	207
43	208	205
44	223	207
45	216	206
46	218	206
47	221	206
48	218	208
49	215	205
50	212	204
51	218	204
52	227	210
53	217	207
54	217	210
55	215	209
56	223	205
57	212	205
58	210	206
59	215	207
60	212	203
61	219	207
62	213	209
63	223	206
64	213	205
65	211	206
66	214	208
67	216	207
68	219	207
69	215	205
70	219	211
71	217	203
72	217	204
73	219	206
74	216	207
75	217	206
76	215	204
77	222	208
78	221	207
79	214	206
80	210	208
81	218	205
82	219	207
83	211	209
84	225	207
85	212	209
86	214	205
87	207	204
88	219	205
89	215	206
90	208	206
91	217	207
92	213	206
93	218	207
94	212	205
95	218	211
96	210	209
97	223	207
98	217	206
99	214	209
