./instancias/texto_mas_parecido_10_300_1.txt#17:37:00#17:37:26
Iteración	Distancia Inicial	Distancia Obtenida
0	218	212
1	213	206
2	225	208
3	223	208
4	212	204
5	212	207
6	215	205
7	214	207
8	216	207
9	219	208
10	211	204
11	221	207
12	224	208
13	227	204
14	213	207
15	226	206
16	217	205
17	215	205
18	217	208
19	209	205
20	212	205
21	209	201
22	212	204
23	208	200
24	215	207
25	212	205
26	217	209
27	216	206
28	212	203
29	212	205
30	212	206
31	219	204
32	213	207
33	225	208
34	215	206
35	215	210
36	215	208
37	210	205
38	222	206
39	213	204
40	208	201
41	207	204
42	211	209
43	215	205
44	215	206
45	225	206
46	212	209
47	223	209
48	221	207
49	214	206
50	214	209
51	219	206
52	213	209
53	210	208
54	216	206
55	214	208
56	216	204
57	211	203
58	209	203
59	225	206
60	211	204
61	219	204
62	215	206
63	217	208
64	215	207
65	225	208
66	216	207
67	214	207
68	219	207
69	208	204
70	221	207
71	211	206
72	212	210
73	211	206
74	219	207
75	222	208
76	208	202
77	214	208
78	221	206
79	217	208
80	218	206
81	217	206
82	218	207
83	213	206
84	215	209
85	211	203
86	214	205
87	215	205
88	213	206
89	220	206
90	224	206
91	212	206
92	211	207
93	216	203
94	216	209
95	209	200
96	213	204
97	209	206
98	225	206
99	216	206
