./instancias/texto_mas_parecido_10_300_1.txt#17:37:33#17:38:00
Iteración	Distancia Inicial	Distancia Obtenida
0	219	207
1	211	207
2	221	205
3	217	209
4	214	205
5	214	204
6	219	208
7	214	207
8	216	205
9	216	205
10	217	209
11	217	211
12	223	208
13	213	209
14	215	204
15	211	207
16	219	206
17	220	207
18	222	206
19	216	204
20	220	204
21	215	204
22	229	208
23	217	206
24	211	204
25	212	205
26	217	202
27	213	208
28	219	208
29	217	210
30	213	205
31	224	203
32	209	204
33	211	203
34	209	205
35	213	206
36	223	207
37	211	204
38	207	203
39	215	205
40	217	204
41	223	208
42	211	205
43	215	207
44	212	205
45	222	204
46	208	204
47	218	209
48	208	203
49	212	207
50	215	205
51	216	206
52	209	201
53	221	208
54	217	205
55	218	205
56	209	205
57	209	206
58	213	205
59	229	207
60	218	207
61	218	206
62	210	203
63	214	205
64	209	204
65	214	207
66	213	206
67	217	204
68	217	210
69	209	205
70	207	202
71	215	207
72	220	207
73	212	208
74	218	205
75	223	207
76	221	210
77	218	209
78	222	210
79	217	209
80	212	205
81	209	206
82	217	209
83	215	206
84	216	206
85	208	203
86	212	205
87	210	207
88	220	207
89	208	203
90	215	207
91	216	202
92	215	206
93	213	205
94	227	209
95	215	208
96	216	210
97	213	204
98	224	205
99	211	204
