./instancias/texto_mas_parecido_10_300_3.txt#17:57:39#17:58:06
Iteración	Distancia Inicial	Distancia Obtenida
0	212	205
1	215	202
2	212	202
3	213	203
4	213	204
5	208	201
6	212	203
7	215	204
8	213	204
9	214	203
10	216	208
11	214	202
12	211	204
13	217	205
14	211	202
15	220	204
16	207	204
17	216	207
18	217	205
19	216	202
20	211	204
21	217	201
22	215	205
23	213	203
24	202	201
25	209	203
26	210	203
27	214	201
28	216	204
29	210	205
30	214	203
31	218	205
32	208	202
33	213	203
34	212	205
35	214	204
36	212	202
37	209	202
38	219	203
39	212	205
40	218	201
41	215	203
42	218	207
43	209	202
44	219	203
45	206	200
46	214	205
47	211	202
48	204	201
49	213	202
50	206	202
51	208	203
52	217	204
53	213	203
54	222	201
55	213	205
56	212	203
57	220	203
58	212	204
59	214	203
60	208	201
61	214	201
62	208	203
63	208	202
64	210	203
65	214	203
66	213	199
67	208	199
68	214	203
69	208	201
70	213	207
71	212	201
72	216	204
73	212	203
74	218	206
75	214	205
76	212	202
77	206	201
78	212	202
79	213	201
80	214	205
81	215	206
82	217	205
83	207	199
84	209	204
85	213	202
86	208	203
87	208	203
88	223	206
89	210	201
90	208	200
91	215	207
92	205	202
93	210	205
94	208	201
95	214	202
96	209	202
97	216	203
98	211	204
99	214	199
