./instancias/texto_mas_parecido_10_300_3.txt#17:58:16#17:58:44
Iteración	Distancia Inicial	Distancia Obtenida
0	208	200
1	208	204
2	218	203
3	210	204
4	215	203
5	208	201
6	213	203
7	209	204
8	213	203
9	215	203
10	206	200
11	210	200
12	206	201
13	222	207
14	215	201
15	210	199
16	210	199
17	216	198
18	212	201
19	221	207
20	207	202
21	217	202
22	207	201
23	216	204
24	213	202
25	214	204
26	216	204
27	227	201
28	212	203
29	207	203
30	218	199
31	220	202
32	211	204
33	212	205
34	212	205
35	206	202
36	205	201
37	215	202
38	217	206
39	210	200
40	219	201
41	220	202
42	221	209
43	213	207
44	205	200
45	208	201
46	218	202
47	210	202
48	207	200
49	209	198
50	208	200
51	212	200
52	205	200
53	207	201
54	212	206
55	216	204
56	213	206
57	211	205
58	213	201
59	210	204
60	218	203
61	209	204
62	215	203
63	215	207
64	205	201
65	214	202
66	207	203
67	209	199
68	211	203
69	203	198
70	213	208
71	213	203
72	218	205
73	218	204
74	217	201
75	212	201
76	208	203
77	212	201
78	211	205
79	215	204
80	206	204
81	215	201
82	216	204
83	226	204
84	214	200
85	208	202
86	212	202
87	215	203
88	211	205
89	212	202
90	218	206
91	212	201
92	213	203
93	213	201
94	212	207
95	215	200
96	217	202
97	211	205
98	217	200
99	210	204
