./instancias/texto_mas_parecido_10_300_1.txt#17:38:05#17:38:31
Iteración	Distancia Inicial	Distancia Obtenida
0	216	208
1	210	205
2	219	207
3	225	206
4	214	209
5	220	208
6	216	210
7	218	205
8	223	208
9	215	206
10	216	205
11	211	204
12	221	204
13	217	209
14	217	209
15	217	207
16	219	205
17	216	207
18	213	204
19	213	203
20	222	207
21	217	203
22	208	205
23	214	204
24	217	211
25	210	204
26	222	208
27	218	208
28	212	205
29	210	203
30	218	203
31	221	206
32	217	205
33	214	207
34	218	208
35	220	209
36	218	207
37	211	205
38	220	208
39	213	206
40	224	207
41	214	208
42	212	205
43	219	209
44	214	205
45	221	209
46	221	207
47	213	208
48	217	208
49	214	205
50	212	207
51	213	204
52	211	208
53	209	203
54	211	206
55	210	205
56	213	204
57	214	206
58	213	205
59	220	210
60	210	206
61	213	207
62	211	207
63	214	209
64	204	202
65	219	206
66	215	207
67	211	203
68	216	211
69	216	208
70	209	207
71	215	202
72	210	205
73	213	210
74	210	207
75	215	208
76	213	207
77	233	208
78	210	203
79	214	205
80	220	210
81	212	206
82	217	207
83	211	206
84	213	205
85	217	208
86	209	203
87	218	209
88	215	205
89	214	206
90	212	204
91	215	206
92	213	206
93	210	206
94	210	205
95	216	207
96	214	209
97	219	209
98	218	207
99	212	205
