./instancias/texto_mas_parecido_10_300_2.txt#17:45:30#17:45:57
Iteración	Distancia Inicial	Distancia Obtenida
0	219	205
1	219	210
2	220	210
3	216	208
4	214	203
5	224	208
6	212	207
7	217	214
8	216	204
9	221	207
10	228	207
11	217	206
12	221	208
13	221	207
14	215	210
15	220	208
16	215	207
17	219	209
18	225	207
19	226	209
20	220	207
21	221	212
22	215	207
23	214	208
24	213	207
25	216	206
26	219	210
27	213	208
28	219	211
29	215	207
30	214	206
31	224	206
32	217	209
33	217	207
34	216	205
35	213	209
36	220	208
37	215	210
38	215	208
39	219	207
40	213	209
41	212	202
42	214	210
43	215	209
44	218	211
45	215	206
46	217	209
47	211	206
48	213	206
49	232	207
50	214	206
51	214	207
52	218	214
53	209	204
54	210	206
55	211	205
56	209	204
57	219	208
58	220	207
59	229	206
60	215	207
61	218	207
62	209	207
63	208	204
64	217	207
65	222	209
66	221	207
67	219	210
68	223	209
69	227	205
70	223	207
71	215	207
72	210	206
73	213	205
74	221	209
75	219	205
76	218	209
77	222	208
78	218	206
79	209	206
80	216	204
81	218	208
82	211	206
83	218	209
84	214	206
85	209	204
86	211	205
87	213	211
88	211	204
89	215	207
90	214	209
91	218	208
92	219	206
93	216	210
94	213	209
95	212	208
96	220	212
97	215	206
98	214	204
99	218	210
