./instancias/texto_mas_parecido_10_300_1.txt#17:39:03#17:39:30
Iteración	Distancia Inicial	Distancia Obtenida
0	212	205
1	216	203
2	217	210
3	211	205
4	211	208
5	217	207
6	221	210
7	215	210
8	214	204
9	224	206
10	220	207
11	217	210
12	209	206
13	217	209
14	212	204
15	216	208
16	211	205
17	212	206
18	216	206
19	217	206
20	215	203
21	217	209
22	216	204
23	219	204
24	213	204
25	216	207
26	215	208
27	214	205
28	213	206
29	211	207
30	212	207
31	212	206
32	212	207
33	211	203
34	212	209
35	216	209
36	222	209
37	217	207
38	217	207
39	213	208
40	222	213
41	219	210
42	216	207
43	215	205
44	215	207
45	213	208
46	212	204
47	210	207
48	216	209
49	207	201
50	224	206
51	213	205
52	210	207
53	212	208
54	208	205
55	217	202
56	216	203
57	210	207
58	211	203
59	218	206
60	217	209
61	213	206
62	214	208
63	217	206
64	224	204
65	217	205
66	212	208
67	224	209
68	216	206
69	217	206
70	213	207
71	220	207
72	219	203
73	215	210
74	223	209
75	217	204
76	209	205
77	222	207
78	217	206
79	212	205
80	218	206
81	218	208
82	216	204
83	216	210
84	212	206
85	221	206
86	212	203
87	216	205
88	213	206
89	205	202
90	213	207
91	218	208
92	211	204
93	223	208
94	218	207
95	215	203
96	212	204
97	222	210
98	214	207
99	218	207
