./instancias/texto_mas_parecido_10_700_1.txt#18:52:39#18:55:18
Iteración	Distancia Inicial	Distancia Obtenida
0	485	467
1	486	472
2	483	477
3	488	475
4	477	468
5	482	468
6	483	470
7	490	474
8	484	474
9	487	475
10	497	475
11	492	484
12	488	469
13	489	470
14	494	474
15	478	472
16	484	477
17	483	474
18	496	478
19	497	476
20	485	475
21	491	475
22	482	465
23	486	471
24	480	474
25	493	474
26	486	475
27	484	470
28	492	474
29	491	472
30	488	473
31	505	475
32	496	471
33	498	470
34	488	467
35	483	470
36	490	472
37	496	471
38	490	471
39	493	476
40	483	472
41	483	469
42	487	476
43	494	483
44	486	473
45	485	471
46	506	471
47	481	472
48	494	467
49	484	475
50	501	477
51	484	468
52	489	476
53	484	473
54	479	470
55	481	472
56	486	475
57	485	476
58	500	480
59	486	469
60	487	474
61	488	470
62	487	470
63	481	470
64	479	473
65	488	471
66	483	470
67	485	471
68	495	476
69	487	472
70	485	471
71	490	469
72	484	468
73	485	469
74	490	469
75	485	474
76	488	471
77	496	465
78	488	472
79	488	475
80	489	474
81	481	470
82	492	476
83	503	476
84	485	476
85	488	474
86	491	472
87	488	472
88	482	473
89	484	471
90	502	472
91	491	465
92	482	471
93	481	475
94	482	476
95	491	477
96	487	469
97	488	473
98	492	477
99	500	467
