./instancias/texto_mas_parecido_10_700_2.txt#19:15:40#19:18:16
Iteración	Distancia Inicial	Distancia Obtenida
0	492	480
1	507	481
2	492	482
3	494	479
4	488	479
5	484	480
6	490	476
7	494	479
8	491	471
9	484	480
10	488	472
11	479	471
12	483	471
13	495	483
14	500	480
15	490	480
16	488	480
17	493	486
18	486	478
19	504	476
20	478	473
21	499	485
22	488	478
23	483	477
24	496	475
25	494	476
26	497	483
27	489	481
28	491	485
29	501	477
30	495	477
31	494	480
32	495	482
33	490	479
34	495	482
35	502	480
36	489	483
37	491	478
38	498	483
39	487	481
40	488	477
41	492	474
42	499	482
43	501	481
44	485	477
45	497	477
46	503	480
47	494	477
48	493	484
49	489	481
50	489	479
51	493	475
52	501	485
53	491	478
54	516	481
55	488	479
56	492	476
57	485	475
58	493	486
59	502	478
60	487	475
61	499	479
62	489	474
63	489	484
64	486	477
65	494	481
66	499	480
67	498	480
68	495	480
69	493	474
70	503	483
71	490	482
72	484	479
73	486	476
74	494	484
75	486	479
76	485	475
77	505	478
78	494	473
79	494	484
80	497	480
81	498	476
82	499	479
83	496	479
84	493	485
85	497	482
86	485	479
87	486	481
88	488	478
89	497	476
90	493	477
91	489	480
92	492	479
93	498	487
94	492	479
95	505	476
96	499	482
97	509	479
98	484	477
99	489	479
