./instancias/texto_mas_parecido_10_700_2.txt#19:37:12#19:39:49
Iteración	Distancia Inicial	Distancia Obtenida
0	499	482
1	487	480
2	498	481
3	494	478
4	484	478
5	492	484
6	492	484
7	501	485
8	486	478
9	489	476
10	493	474
11	488	477
12	499	479
13	502	478
14	492	472
15	495	482
16	506	483
17	500	477
18	499	480
19	498	475
20	482	475
21	497	484
22	491	480
23	498	486
24	494	484
25	502	480
26	484	475
27	508	478
28	498	479
29	493	479
30	514	485
31	499	479
32	494	484
33	492	475
34	497	481
35	498	485
36	485	476
37	494	479
38	488	478
39	488	479
40	480	475
41	492	479
42	483	477
43	490	476
44	501	478
45	505	479
46	488	481
47	493	484
48	503	480
49	495	475
50	493	485
51	496	482
52	491	479
53	495	480
54	493	482
55	490	483
56	498	484
57	491	478
58	495	483
59	487	482
60	486	476
61	506	486
62	486	479
63	492	483
64	490	484
65	489	472
66	489	478
67	490	477
68	503	483
69	498	479
70	501	479
71	497	484
72	498	479
73	487	481
74	499	482
75	499	477
76	491	477
77	493	475
78	491	479
79	492	484
80	495	479
81	493	478
82	501	480
83	497	481
84	496	477
85	492	476
86	498	477
87	495	479
88	500	480
89	496	477
90	491	481
91	502	478
92	494	480
93	487	477
94	490	480
95	489	480
96	498	480
97	492	479
98	482	476
99	490	475
