./instancias/texto_mas_parecido_10_700_1.txt#18:46:47#18:49:33
Iteración	Distancia Inicial	Distancia Obtenida
0	483	469
1	492	474
2	489	472
3	486	470
4	487	471
5	501	477
6	482	472
7	493	479
8	480	471
9	488	469
10	484	473
11	493	471
12	486	472
13	486	473
14	483	473
15	486	470
16	484	466
17	495	476
18	475	470
19	481	471
20	477	467
21	486	468
22	488	477
23	492	470
24	501	473
25	494	474
26	485	473
27	488	474
28	507	478
29	480	476
30	487	473
31	488	476
32	486	476
33	490	476
34	485	471
35	476	469
36	488	470
37	485	471
38	474	467
39	485	471
40	502	476
41	487	472
42	480	469
43	494	477
44	489	468
45	489	474
46	485	471
47	484	468
48	481	472
49	484	477
50	492	474
51	491	473
52	482	472
53	483	470
54	494	467
55	497	472
56	485	471
57	496	475
58	489	473
59	485	474
60	499	471
61	497	471
62	485	477
63	494	474
64	483	473
65	485	470
66	490	471
67	480	476
68	481	469
69	484	471
70	494	469
71	493	474
72	485	472
73	495	475
74	492	472
75	489	471
76	481	474
77	479	470
78	494	475
79	498	479
80	486	477
81	495	467
82	501	476
83	496	483
84	493	472
85	488	477
86	480	474
87	488	472
88	482	471
89	483	474
90	495	482
91	481	475
92	483	475
93	487	470
94	492	476
95	492	472
96	483	475
97	482	471
98	491	480
99	487	474
