./instancias/texto_mas_parecido_10_700_2.txt#19:29:05#19:31:50
Iteración	Distancia Inicial	Distancia Obtenida
0	483	476
1	496	481
2	497	480
3	494	481
4	504	483
5	487	476
6	494	478
7	492	478
8	492	481
9	492	480
10	494	475
11	496	484
12	485	479
13	486	476
14	487	469
15	490	478
16	488	474
17	500	482
18	490	479
19	486	478
20	493	475
21	497	477
22	502	477
23	512	482
24	512	487
25	481	479
26	486	475
27	489	482
28	493	479
29	492	475
30	493	482
31	498	484
32	491	477
33	496	483
34	503	480
35	505	479
36	504	484
37	496	481
38	487	475
39	505	479
40	494	482
41	501	481
42	487	479
43	500	483
44	499	487
45	491	479
46	495	477
47	495	476
48	485	472
49	488	478
50	492	479
51	484	479
52	489	480
53	495	479
54	509	481
55	487	476
56	502	485
57	496	482
58	489	476
59	503	478
60	495	484
61	509	482
62	483	472
63	496	477
64	490	480
65	502	477
66	499	479
67	494	482
68	504	478
69	492	480
70	493	483
71	492	480
72	491	477
73	497	481
74	496	480
75	485	480
76	496	482
77	493	478
78	495	481
79	500	480
80	491	473
81	493	482
82	490	481
83	492	482
84	510	486
85	500	476
86	488	473
87	492	480
88	485	478
89	492	478
90	512	479
91	495	479
92	492	481
93	494	478
94	506	487
95	497	481
96	498	480
97	503	478
98	504	477
99	491	479
