./instancias/texto_mas_parecido_10_700_1.txt#19:09:32#19:12:25
Iteración	Distancia Inicial	Distancia Obtenida
0	489	474
1	489	469
2	490	477
3	488	476
4	495	472
5	489	476
6	491	475
7	490	477
8	492	477
9	480	472
10	483	471
11	498	475
12	482	474
13	479	472
14	495	475
15	481	474
16	498	471
17	475	472
18	490	477
19	490	472
20	490	476
21	484	469
22	484	472
23	482	468
24	491	471
25	482	471
26	486	478
27	487	470
28	493	470
29	488	473
30	495	471
31	492	475
32	485	472
33	497	472
34	491	471
35	484	473
36	495	475
37	488	474
38	487	478
39	500	470
40	485	467
41	485	472
42	480	475
43	490	474
44	487	470
45	482	473
46	483	465
47	493	472
48	492	473
49	481	474
50	489	477
51	487	469
52	482	474
53	493	473
54	486	472
55	486	477
56	476	470
57	483	474
58	477	469
59	482	473
60	477	469
61	494	469
62	498	484
63	488	473
64	488	471
65	484	477
66	485	470
67	477	473
68	489	473
69	481	475
70	480	470
71	503	476
72	492	469
73	489	469
74	488	476
75	491	473
76	475	467
77	477	469
78	490	472
79	503	467
80	476	466
81	493	478
82	492	469
83	487	475
84	486	472
85	490	480
86	504	478
87	482	474
88	488	474
89	482	471
90	479	473
91	484	472
92	482	468
93	486	476
94	488	472
95	499	471
96	481	477
97	503	475
98	488	470
99	499	473
