./instancias/texto_mas_parecido_10_700_1.txt#18:58:11#19:00:53
Iteración	Distancia Inicial	Distancia Obtenida
0	485	473
1	496	478
2	485	479
3	499	476
4	484	464
5	488	472
6	478	472
7	488	471
8	494	475
9	488	471
10	491	478
11	497	476
12	475	471
13	491	474
14	486	474
15	482	472
16	487	471
17	499	472
18	483	468
19	491	473
20	479	466
21	496	473
22	493	479
23	486	470
24	490	473
25	487	471
26	480	474
27	488	471
28	497	472
29	490	475
30	487	476
31	497	473
32	486	475
33	490	478
34	484	472
35	492	472
36	501	477
37	494	471
38	488	479
39	486	473
40	478	469
41	492	473
42	498	469
43	493	474
44	475	471
45	495	476
46	505	474
47	489	476
48	486	473
49	489	468
50	485	473
51	498	471
52	487	470
53	481	469
54	482	472
55	486	474
56	493	472
57	480	472
58	487	474
59	485	471
60	494	475
61	481	470
62	503	478
63	483	473
64	483	472
65	483	475
66	496	472
67	481	468
68	478	472
69	492	472
70	484	470
71	481	470
72	477	474
73	482	472
74	486	476
75	486	479
76	487	466
77	484	469
78	486	471
79	477	470
80	483	465
81	480	472
82	483	473
83	491	471
84	489	469
85	494	475
86	488	475
87	500	474
88	483	468
89	482	473
90	485	470
91	492	470
92	485	468
93	486	470
94	496	476
95	482	472
96	487	471
97	485	465
98	493	470
99	483	470
