./instancias/texto_mas_parecido_10_700_3.txt#19:54:08#19:56:43
Iteración	Distancia Inicial	Distancia Obtenida
0	491	480
1	490	476
2	498	481
3	486	478
4	484	476
5	484	478
6	499	480
7	503	481
8	487	480
9	485	478
10	496	479
11	498	485
12	499	472
13	485	477
14	484	474
15	501	479
16	498	480
17	488	478
18	490	476
19	486	475
20	491	479
21	501	478
22	493	486
23	493	475
24	495	478
25	495	479
26	493	484
27	506	475
28	500	484
29	492	479
30	485	477
31	487	478
32	490	482
33	499	475
34	485	478
35	493	480
36	497	479
37	496	477
38	512	481
39	504	477
40	505	475
41	497	479
42	493	480
43	490	475
44	497	486
45	496	481
46	489	475
47	491	478
48	496	478
49	490	479
50	489	477
51	488	477
52	502	479
53	495	475
54	496	478
55	495	474
56	485	477
57	489	478
58	495	477
59	492	480
60	481	475
61	487	478
62	497	477
63	492	481
64	476	472
65	487	479
66	488	481
67	494	479
68	490	479
69	496	476
70	486	478
71	489	477
72	488	482
73	498	479
74	502	481
75	493	480
76	497	482
77	487	476
78	487	477
79	489	478
80	484	471
81	494	488
82	485	477
83	490	473
84	492	475
85	493	478
86	493	474
87	494	480
88	491	477
89	487	477
90	500	477
91	492	481
92	493	478
93	498	478
94	494	480
95	496	478
96	490	477
97	490	481
98	487	477
99	480	473
