./instancias/texto_mas_parecido_10_700_3.txt#20:05:08#20:07:39
Iteración	Distancia Inicial	Distancia Obtenida
0	494	480
1	490	478
2	496	480
3	500	474
4	497	476
5	499	476
6	490	477
7	494	479
8	494	476
9	493	480
10	485	476
11	484	479
12	488	473
13	497	481
14	497	476
15	491	481
16	500	482
17	485	478
18	487	479
19	483	477
20	493	482
21	483	473
22	491	479
23	488	478
24	485	479
25	499	480
26	483	474
27	507	479
28	489	482
29	490	480
30	495	483
31	486	477
32	488	480
33	489	474
34	492	480
35	501	475
36	495	476
37	486	480
38	486	477
39	494	478
40	491	483
41	495	475
42	494	474
43	493	486
44	494	481
45	492	479
46	493	478
47	492	478
48	507	487
49	488	476
50	486	477
51	496	479
52	499	485
53	487	482
54	499	482
55	490	480
56	506	487
57	487	476
58	489	476
59	490	482
60	486	474
61	486	475
62	507	477
63	484	479
64	498	479
65	491	475
66	487	474
67	489	481
68	493	475
69	490	477
70	490	479
71	488	483
72	490	484
73	503	477
74	500	480
75	499	477
76	490	476
77	486	478
78	482	476
79	489	482
80	486	474
81	487	474
82	486	477
83	484	475
84	501	480
85	487	475
86	495	478
87	501	471
88	486	480
89	495	480
90	500	480
91	492	480
92	499	481
93	483	477
94	486	479
95	488	478
96	490	483
97	485	480
98	500	480
99	488	474
