./instancias/texto_mas_parecido_10_700_2.txt#19:21:15#19:23:44
Iteración	Distancia Inicial	Distancia Obtenida
0	497	481
1	492	478
2	506	477
3	489	477
4	492	480
5	499	476
6	497	483
7	487	481
8	488	472
9	488	476
10	489	479
11	495	480
12	489	478
13	498	480
14	488	479
15	494	476
16	485	475
17	487	474
18	507	475
19	492	485
20	497	482
21	496	475
22	496	479
23	491	477
24	497	478
25	485	475
26	496	477
27	511	474
28	490	479
29	487	478
30	486	481
31	494	482
32	491	482
33	491	480
34	491	478
35	497	483
36	492	476
37	498	480
38	501	482
39	494	483
40	492	483
41	507	485
42	488	478
43	495	478
44	493	482
45	486	473
46	493	482
47	491	485
48	492	480
49	495	476
50	493	475
51	494	479
52	492	479
53	486	476
54	488	479
55	492	480
56	497	482
57	486	477
58	490	478
59	500	478
60	491	481
61	503	479
62	498	480
63	493	478
64	492	480
65	497	481
66	504	482
67	490	477
68	484	480
69	489	480
70	499	484
71	491	480
72	486	473
73	504	481
74	502	479
75	493	483
76	485	477
77	502	475
78	498	481
79	488	483
80	505	486
81	500	478
82	483	478
83	499	483
84	491	484
85	500	478
86	489	475
87	493	476
88	490	477
89	493	481
90	495	480
91	494	480
92	492	480
93	489	476
94	495	477
95	482	477
96	491	478
97	490	478
98	503	477
99	491	481
