./instancias/texto_mas_parecido_10_700_3.txt#20:02:26#20:05:08
Iteración	Distancia Inicial	Distancia Obtenida
0	490	480
1	491	481
2	488	474
3	503	478
4	491	478
5	497	477
6	491	478
7	497	476
8	494	484
9	498	477
10	504	478
11	493	483
12	498	482
13	501	485
14	489	479
15	491	479
16	490	481
17	495	478
18	488	483
19	492	475
20	478	473
21	485	479
22	496	478
23	487	478
24	502	478
25	493	481
26	494	479
27	494	479
28	491	479
29	502	483
30	489	473
31	504	481
32	490	477
33	497	484
34	486	478
35	488	476
36	504	475
37	484	475
38	497	480
39	499	483
40	490	478
41	486	476
42	490	481
43	488	478
44	496	481
45	495	479
46	488	473
47	486	476
48	495	479
49	490	478
50	490	477
51	500	487
52	486	480
53	488	479
54	490	476
55	491	480
56	490	474
57	493	475
58	503	476
59	483	475
60	498	481
61	500	480
62	496	476
63	489	478
64	490	479
65	482	474
66	490	476
67	481	475
68	489	479
69	497	475
70	496	479
71	489	484
72	500	477
73	487	476
74	508	477
75	494	482
76	487	482
77	495	476
78	498	480
79	505	473
80	499	481
81	497	477
82	491	481
83	497	481
84	491	478
85	501	476
86	495	482
87	491	479
88	499	480
89	492	477
90	500	481
91	505	482
92	495	479
93	496	483
94	506	479
95	502	479
96	491	478
97	497	479
98	491	477
99	485	478
