./instancias/texto_mas_parecido_10_700_2.txt#19:26:27#19:29:01
Iteración	Distancia Inicial	Distancia Obtenida
0	490	476
1	483	476
2	495	474
3	501	479
4	504	480
5	490	475
6	500	484
7	493	479
8	491	480
9	494	483
10	493	477
11	502	481
12	476	474
13	484	474
14	495	479
15	496	481
16	499	483
17	495	483
18	501	476
19	495	486
20	493	485
21	488	480
22	493	484
23	489	476
24	500	482
25	497	483
26	483	478
27	485	481
28	489	479
29	491	476
30	488	475
31	488	480
32	493	482
33	492	482
34	490	482
35	502	479
36	490	474
37	496	481
38	494	482
39	487	481
40	502	489
41	519	477
42	490	481
43	483	471
44	501	486
45	495	482
46	493	477
47	496	479
48	491	481
49	492	477
50	486	477
51	502	475
52	492	480
53	496	481
54	493	483
55	497	483
56	489	482
57	500	475
58	500	479
59	496	486
60	489	479
61	500	481
62	488	476
63	497	472
64	488	481
65	492	480
66	492	478
67	489	479
68	495	476
69	500	481
70	495	478
71	497	478
72	493	483
73	491	477
74	497	481
75	491	477
76	502	487
77	488	478
78	491	482
79	498	482
80	492	479
81	490	483
82	492	479
83	500	482
84	502	481
85	496	481
86	488	476
87	507	481
88	490	474
89	500	479
90	497	480
91	490	482
92	488	483
93	499	478
94	496	480
95	487	478
96	497	482
97	487	476
98	490	476
99	499	479
