./instancias/texto_mas_parecido_10_700_2.txt#19:12:49#19:15:29
Iteración	Distancia Inicial	Distancia Obtenida
0	492	481
1	493	483
2	487	477
3	497	475
4	487	478
5	487	478
6	498	479
7	486	479
8	484	479
9	484	474
10	491	476
11	493	487
12	498	481
13	497	483
14	500	483
15	497	484
16	499	475
17	497	482
18	494	480
19	484	475
20	482	475
21	495	481
22	488	478
23	487	477
24	491	480
25	496	481
26	493	475
27	484	477
28	492	478
29	502	487
30	495	480
31	493	485
32	503	478
33	492	479
34	490	479
35	492	482
36	493	483
37	487	474
38	501	485
39	489	476
40	491	473
41	487	479
42	506	479
43	486	473
44	491	479
45	499	478
46	498	477
47	499	483
48	496	477
49	496	482
50	501	480
51	487	478
52	497	483
53	503	487
54	492	480
55	491	479
56	489	477
57	507	476
58	504	480
59	491	481
60	497	481
61	498	486
62	496	478
63	490	480
64	504	477
65	489	478
66	488	471
67	489	477
68	487	478
69	491	478
70	496	477
71	488	477
72	498	480
73	491	480
74	497	476
75	493	480
76	495	486
77	495	476
78	490	475
79	498	475
80	493	481
81	489	476
82	492	478
83	490	480
84	504	480
85	493	480
86	486	479
87	502	480
88	508	491
89	489	483
90	496	479
91	507	479
92	494	478
93	484	478
94	493	479
95	495	487
96	488	479
97	492	473
98	490	482
99	492	476
