./instancias/texto_mas_parecido_10_700_2.txt#19:31:52#19:34:27
Iteración	Distancia Inicial	Distancia Obtenida
0	485	474
1	486	481
2	501	480
3	495	480
4	500	481
5	496	480
6	491	479
7	489	479
8	491	477
9	494	481
10	480	474
11	502	481
12	492	478
13	490	476
14	490	477
15	501	481
16	494	481
17	488	477
18	489	478
19	492	479
20	489	477
21	502	476
22	499	483
23	503	479
24	490	483
25	497	476
26	490	482
27	485	480
28	509	478
29	486	475
30	483	477
31	490	474
32	513	483
33	500	488
34	481	477
35	491	479
36	494	484
37	495	479
38	488	477
39	490	480
40	501	482
41	491	478
42	488	483
43	483	478
44	493	472
45	490	479
46	492	481
47	493	477
48	484	476
49	500	479
50	502	485
51	493	482
52	494	478
53	493	482
54	494	483
55	496	476
56	498	479
57	487	478
58	495	479
59	501	480
60	492	478
61	492	480
62	491	480
63	497	485
64	492	476
65	484	476
66	485	474
67	494	487
68	489	481
69	490	480
70	490	483
71	490	479
72	498	481
73	496	478
74	496	482
75	495	481
76	501	474
77	497	481
78	496	477
79	487	474
80	498	480
81	498	479
82	488	479
83	502	477
84	490	473
85	495	479
86	496	483
87	494	476
88	495	481
89	500	476
90	491	478
91	491	480
92	496	479
93	495	478
94	491	478
95	483	479
96	491	481
97	494	479
98	491	475
99	491	477
