./instancias/texto_mas_parecido_10_700_1.txt#19:03:54#19:06:44
Iteración	Distancia Inicial	Distancia Obtenida
0	490	480
1	491	471
2	484	472
3	488	471
4	482	471
5	487	470
6	489	471
7	483	476
8	478	466
9	486	476
10	482	474
11	492	473
12	499	473
13	488	473
14	487	471
15	486	473
16	479	468
17	497	480
18	481	469
19	477	468
20	481	474
21	480	473
22	489	474
23	493	474
24	492	470
25	486	474
26	498	475
27	502	470
28	493	469
29	488	477
30	484	474
31	486	472
32	479	473
33	499	481
34	486	477
35	488	476
36	491	475
37	480	472
38	491	472
39	488	474
40	497	470
41	490	476
42	489	475
43	485	471
44	483	472
45	490	474
46	479	474
47	483	474
48	489	476
49	494	470
50	490	473
51	483	472
52	479	473
53	487	471
54	487	476
55	494	473
56	484	471
57	495	478
58	494	472
59	476	468
60	486	469
61	488	471
62	491	477
63	487	472
64	489	470
65	488	482
66	484	472
67	482	466
68	484	472
69	490	479
70	485	471
71	482	475
72	483	472
73	475	471
74	493	473
75	485	470
76	494	470
77	499	479
78	495	475
79	486	470
80	490	475
81	480	473
82	487	468
83	484	470
84	500	477
85	491	473
86	490	474
87	486	475
88	484	472
89	489	477
90	491	471
91	489	473
92	498	470
93	491	472
94	497	471
95	477	472
96	486	469
97	491	472
98	493	469
99	492	475
