./instancias/texto_mas_parecido_10_700_1.txt#19:00:55#19:03:51
Iteración	Distancia Inicial	Distancia Obtenida
0	484	476
1	492	480
2	500	469
3	480	471
4	485	469
5	476	468
6	489	472
7	503	477
8	483	471
9	488	468
10	491	474
11	494	473
12	493	479
13	493	469
14	506	474
15	485	472
16	496	471
17	484	476
18	487	475
19	485	475
20	484	470
21	486	477
22	480	474
23	489	473
24	484	479
25	487	473
26	497	471
27	485	472
28	488	477
29	479	470
30	484	475
31	490	474
32	471	468
33	480	471
34	492	470
35	486	472
36	489	469
37	479	468
38	484	465
39	484	471
40	490	471
41	482	471
42	484	472
43	482	469
44	490	468
45	487	471
46	481	473
47	492	471
48	492	481
49	495	479
50	486	471
51	489	476
52	494	474
53	483	473
54	481	470
55	484	474
56	476	471
57	491	479
58	495	476
59	486	474
60	490	471
61	489	480
62	484	474
63	495	480
64	492	470
65	500	474
66	491	472
67	488	474
68	490	476
69	497	477
70	493	474
71	495	474
72	484	481
73	484	475
74	491	474
75	494	473
76	503	471
77	496	473
78	496	471
79	485	472
80	488	476
81	480	472
82	500	474
83	495	477
84	486	473
85	483	470
86	500	471
87	480	469
88	488	470
89	497	471
90	488	472
91	499	474
92	489	471
93	480	469
94	490	474
95	482	472
96	489	475
97	472	463
98	495	472
99	493	472
