./instancias/texto_mas_parecido_10_700_1.txt#19:06:47#19:09:29
Iteración	Distancia Inicial	Distancia Obtenida
0	488	476
1	487	475
2	487	475
3	504	472
4	509	475
5	494	477
6	502	477
7	490	477
8	483	466
9	493	474
10	480	470
11	488	469
12	481	471
13	486	475
14	498	471
15	473	467
16	490	472
17	478	473
18	491	479
19	491	478
20	485	475
21	484	473
22	482	473
23	482	473
24	485	472
25	493	475
26	486	473
27	480	474
28	491	473
29	497	474
30	499	476
31	495	474
32	489	466
33	475	467
34	497	476
35	486	470
36	485	472
37	499	476
38	489	474
39	486	472
40	495	470
41	483	469
42	487	473
43	494	474
44	485	474
45	496	468
46	486	476
47	487	471
48	495	472
49	490	472
50	485	472
51	488	470
52	495	476
53	486	478
54	494	475
55	480	472
56	491	473
57	487	474
58	487	471
59	502	474
60	480	471
61	493	473
62	492	473
63	484	467
64	480	470
65	494	482
66	489	472
67	484	471
68	492	470
69	485	469
70	471	466
71	487	468
72	487	473
73	491	477
74	498	472
75	493	472
76	495	478
77	476	471
78	483	472
79	496	472
80	504	470
81	494	469
82	486	469
83	483	475
84	489	471
85	488	469
86	491	474
87	491	474
88	478	469
89	483	475
90	480	469
91	487	469
92	486	474
93	484	472
94	487	480
95	491	469
96	482	471
97	486	471
98	483	472
99	476	463
