./instancias/texto_mas_parecido_10_700_3.txt#19:43:06#19:45:44
Iteración	Distancia Inicial	Distancia Obtenida
0	498	479
1	487	475
2	491	477
3	494	478
4	487	479
5	489	478
6	486	476
7	490	480
8	502	475
9	482	476
10	486	481
11	500	486
12	505	478
13	499	474
14	496	476
15	492	483
16	494	481
17	485	478
18	490	473
19	485	474
20	481	477
21	500	483
22	489	476
23	496	477
24	492	475
25	493	475
26	501	476
27	491	481
28	492	479
29	489	479
30	494	477
31	492	479
32	497	481
33	492	480
34	496	476
35	503	481
36	492	476
37	503	482
38	511	479
39	495	483
40	501	479
41	498	478
42	492	480
43	495	476
44	490	476
45	492	480
46	485	480
47	503	476
48	491	476
49	488	477
50	486	479
51	494	477
52	490	472
53	491	475
54	502	486
55	491	480
56	494	481
57	491	477
58	499	478
59	490	479
60	488	473
61	484	477
62	501	483
63	506	482
64	491	481
65	481	478
66	491	480
67	492	476
68	493	479
69	494	481
70	497	481
71	482	476
72	490	478
73	494	473
74	494	480
75	493	478
76	492	478
77	498	474
78	497	480
79	487	473
80	504	477
81	491	478
82	492	477
83	497	485
84	494	479
85	490	473
86	494	483
87	494	485
88	485	476
89	484	476
90	487	476
91	491	475
92	504	488
93	498	484
94	483	472
95	499	476
96	487	478
97	492	483
98	489	481
99	495	481
