./instancias/texto_mas_parecido_10_700_1.txt#18:43:46#18:46:45
Iteración	Distancia Inicial	Distancia Obtenida
0	496	472
1	484	470
2	485	475
3	485	467
4	485	466
5	492	471
6	484	477
7	493	473
8	500	472
9	485	474
10	497	479
11	487	473
12	480	471
13	504	476
14	484	478
15	496	475
16	492	473
17	494	476
18	488	471
19	485	478
20	492	484
21	489	472
22	481	470
23	480	467
24	493	476
25	484	470
26	487	472
27	476	465
28	491	471
29	479	469
30	496	472
31	490	473
32	494	472
33	490	473
34	506	476
35	495	479
36	484	469
37	503	479
38	499	469
39	491	472
40	495	473
41	476	466
42	484	476
43	484	473
44	491	476
45	484	473
46	491	477
47	481	474
48	491	481
49	488	469
50	500	476
51	480	473
52	505	475
53	485	472
54	486	472
55	487	480
56	484	472
57	483	469
58	497	480
59	481	468
60	483	475
61	489	472
62	502	475
63	490	473
64	489	475
65	490	465
66	483	473
67	487	472
68	494	477
69	480	468
70	482	469
71	490	471
72	498	475
73	494	472
74	485	470
75	492	473
76	491	470
77	495	479
78	498	478
79	490	475
80	473	468
81	483	476
82	484	467
83	483	473
84	501	475
85	478	470
86	483	471
87	492	476
88	486	475
89	488	473
90	495	475
91	497	471
92	485	473
93	488	475
94	486	479
95	482	468
96	489	474
97	485	472
98	478	469
99	492	471
