./instancias/texto_mas_parecido_20_500_2.txt#17:12:12#17:17:08
Iteración	Distancia Inicial	Distancia Obtenida
0	380	364
1	364	359
2	373	359
3	387	360
4	361	357
5	375	362
6	365	357
7	375	364
8	373	364
9	373	362
10	365	360
11	377	362
12	368	359
13	373	362
14	384	362
15	371	365
16	378	366
17	372	362
18	376	358
19	369	362
20	369	360
21	371	359
22	371	361
23	372	363
24	367	362
25	370	360
26	368	361
27	373	364
28	372	364
29	377	365
30	375	359
31	376	365
32	371	360
33	375	361
34	378	363
35	371	363
36	366	357
37	363	357
38	375	365
39	370	362
40	373	362
41	364	361
42	371	364
43	364	359
44	366	359
45	372	363
46	370	361
47	368	360
48	369	360
49	386	363
50	370	360
51	376	359
52	368	361
53	373	364
54	379	365
55	365	358
56	372	364
57	366	355
58	377	362
59	375	361
60	370	358
61	368	361
62	374	361
63	372	362
64	386	364
65	370	362
66	369	363
67	370	361
68	383	367
69	366	359
70	367	358
71	381	360
72	373	364
73	370	361
74	368	362
75	375	364
76	370	359
77	371	358
78	376	360
79	382	366
80	367	361
81	366	361
82	373	365
83	366	361
84	372	366
85	370	362
86	376	364
87	374	365
88	368	360
89	367	366
90	378	368
91	375	364
92	373	365
93	369	363
94	385	364
95	369	361
96	375	359
97	368	364
98	377	364
99	385	360
