./instancias/texto_mas_parecido_20_500_2.txt#17:21:53#17:27:04
Iteración	Distancia Inicial	Distancia Obtenida
0	367	361
1	376	360
2	377	363
3	372	363
4	376	360
5	378	359
6	368	358
7	376	365
8	365	360
9	377	361
10	369	364
11	370	360
12	369	364
13	377	363
14	374	365
15	369	360
16	383	362
17	374	361
18	370	361
19	374	364
20	377	362
21	380	363
22	380	363
23	369	362
24	369	362
25	380	363
26	368	360
27	372	365
28	367	361
29	374	366
30	363	358
31	369	363
32	386	362
33	367	361
34	372	366
35	380	361
36	374	366
37	377	359
38	368	362
39	374	359
40	372	359
41	381	365
42	373	361
43	379	361
44	375	357
45	377	369
46	378	361
47	386	365
48	371	368
49	386	365
50	378	364
51	364	361
52	376	365
53	381	359
54	371	361
55	373	361
56	366	361
57	373	361
58	374	362
59	375	364
60	372	356
61	386	365
62	371	360
63	366	359
64	374	363
65	362	355
66	374	358
67	367	358
68	375	365
69	373	365
70	379	359
71	376	363
72	380	365
73	386	364
74	372	366
75	370	361
76	371	361
77	367	360
78	375	364
79	378	357
80	370	361
81	382	364
82	376	368
83	364	360
84	363	358
85	365	361
86	368	361
87	363	360
88	370	360
89	382	364
90	370	360
91	370	359
92	373	364
93	371	363
94	369	364
95	382	364
96	372	362
97	374	362
98	371	365
99	373	361
