./instancias/texto_mas_parecido_20_500_2.txt#16:58:07#17:02:46
Iteración	Distancia Inicial	Distancia Obtenida
0	367	360
1	373	365
2	376	364
3	374	364
4	367	359
5	376	365
6	374	363
7	376	367
8	371	363
9	378	361
10	370	360
11	370	363
12	375	365
13	366	359
14	371	364
15	374	361
16	373	366
17	372	362
18	371	360
19	368	360
20	370	363
21	370	361
22	371	363
23	372	361
24	368	362
25	376	361
26	374	367
27	373	362
28	371	362
29	374	366
30	373	367
31	372	364
32	375	365
33	381	362
34	373	361
35	372	363
36	372	360
37	377	363
38	371	359
39	368	362
40	365	360
41	370	366
42	379	365
43	375	360
44	369	362
45	377	363
46	377	363
47	374	365
48	365	362
49	370	360
50	373	362
51	374	365
52	387	362
53	383	365
54	369	362
55	383	362
56	368	365
57	369	362
58	372	356
59	373	364
60	371	359
61	372	362
62	377	360
63	368	363
64	372	362
65	366	358
66	384	366
67	372	358
68	367	362
69	383	363
70	380	362
71	370	358
72	384	363
73	367	363
74	365	360
75	367	360
76	379	365
77	373	362
78	370	361
79	375	362
80	371	366
81	370	361
82	371	362
83	378	364
84	370	363
85	371	367
86	378	366
87	368	361
88	378	357
89	376	363
90	370	357
91	370	358
92	366	364
93	378	361
94	368	360
95	374	367
96	373	365
97	380	364
98	373	361
99	373	355
