./instancias/texto_mas_parecido_20_500_2.txt#16:48:35#16:53:20
Iteración	Distancia Inicial	Distancia Obtenida
0	374	361
1	379	363
2	380	364
3	367	361
4	371	361
5	376	361
6	368	360
7	372	361
8	375	365
9	369	359
10	392	360
11	376	362
12	376	360
13	373	357
14	373	359
15	374	363
16	372	359
17	368	362
18	373	358
19	367	361
20	371	361
21	369	364
22	373	360
23	368	364
24	370	359
25	371	364
26	373	361
27	370	361
28	379	364
29	375	367
30	371	360
31	374	362
32	382	360
33	375	363
34	369	362
35	364	359
36	370	359
37	374	364
38	367	361
39	368	360
40	377	363
41	368	358
42	377	364
43	375	358
44	367	362
45	388	361
46	372	358
47	367	359
48	372	360
49	376	361
50	372	365
51	377	366
52	370	358
53	369	361
54	377	359
55	380	361
56	368	362
57	376	362
58	371	361
59	375	363
60	376	364
61	366	358
62	381	368
63	374	364
64	374	366
65	372	366
66	369	361
67	370	360
68	367	360
69	373	362
70	371	361
71	371	360
72	367	360
73	375	364
74	373	360
75	376	363
76	368	363
77	366	355
78	375	358
79	371	365
80	367	357
81	375	361
82	372	360
83	375	366
84	372	364
85	368	362
86	383	362
87	371	362
88	382	361
89	386	363
90	384	367
91	372	362
92	376	359
93	365	356
94	369	364
95	370	359
96	371	356
97	377	368
98	372	364
99	369	363
