./instancias/texto_mas_parecido_20_500_1.txt#18:23:58#18:29:39
Iteración	Distancia Inicial	Distancia Obtenida
0	376	364
1	379	362
2	377	365
3	381	363
4	371	364
5	370	365
6	377	370
7	371	366
8	372	362
9	379	360
10	371	360
11	370	364
12	389	368
13	370	364
14	386	359
15	372	364
16	378	365
17	381	368
18	371	362
19	372	363
20	374	361
21	375	365
22	372	363
23	377	363
24	374	361
25	375	364
26	381	363
27	375	366
28	374	363
29	374	368
30	375	365
31	374	365
32	376	363
33	378	363
34	375	367
35	375	363
36	376	366
37	378	364
38	379	364
39	379	364
40	377	366
41	374	363
42	371	360
43	372	366
44	377	370
45	369	361
46	375	364
47	373	364
48	382	361
49	383	362
50	381	368
51	378	364
52	371	364
53	367	361
54	374	362
55	375	362
56	368	362
57	383	365
58	373	365
59	380	360
60	381	363
61	387	365
62	367	359
63	375	364
64	374	364
65	369	363
66	374	367
67	374	366
68	373	366
69	375	366
70	370	362
71	367	362
72	384	365
73	382	361
74	380	365
75	374	367
76	376	367
77	381	364
78	372	362
79	368	364
80	372	363
81	372	364
82	374	366
83	370	355
84	370	363
85	382	363
86	367	362
87	374	368
88	373	360
89	379	364
90	368	363
91	379	366
92	377	369
93	375	367
94	390	367
95	386	368
96	374	365
97	372	363
98	378	363
99	372	366
