./instancias/texto_mas_parecido_20_500_1.txt#18:14:02#18:19:15
Iteración	Distancia Inicial	Distancia Obtenida
0	374	364
1	380	366
2	374	365
3	373	367
4	370	363
5	376	366
6	370	363
7	369	362
8	372	362
9	379	369
10	371	360
11	369	363
12	372	363
13	379	369
14	376	364
15	368	362
16	372	362
17	373	362
18	374	367
19	382	366
20	374	363
21	379	367
22	366	362
23	364	358
24	384	366
25	380	363
26	372	362
27	376	363
28	374	363
29	374	363
30	378	363
31	377	360
32	370	363
33	381	360
34	380	365
35	371	363
36	364	359
37	376	364
38	383	363
39	373	367
40	373	368
41	370	360
42	370	363
43	375	366
44	375	362
45	376	364
46	370	361
47	371	363
48	373	363
49	370	367
50	378	364
51	366	361
52	383	363
53	378	363
54	375	368
55	382	367
56	376	365
57	376	366
58	382	364
59	369	365
60	375	367
61	373	364
62	375	363
63	370	361
64	375	357
65	370	361
66	368	363
67	374	363
68	370	362
69	371	358
70	373	366
71	369	362
72	372	366
73	382	363
74	371	362
75	371	363
76	377	367
77	379	360
78	377	364
79	379	362
80	384	365
81	378	363
82	375	362
83	373	365
84	370	364
85	383	367
86	382	364
87	366	361
88	376	363
89	371	366
90	372	363
91	371	362
92	370	363
93	372	365
94	375	365
95	373	365
96	378	368
97	374	364
98	377	364
99	364	358
