./instancias/texto_mas_parecido_20_500_3.txt#16:11:24#16:16:24
Iteración	Distancia Inicial	Distancia Obtenida
0	369	362
1	369	363
2	365	359
3	374	362
4	363	358
5	372	364
6	373	358
7	382	362
8	374	360
9	378	365
10	378	360
11	367	362
12	371	363
13	374	360
14	374	361
15	368	362
16	369	360
17	375	361
18	369	356
19	367	362
20	377	361
21	365	363
22	372	365
23	366	358
24	373	366
25	377	361
26	367	361
27	366	359
28	381	364
29	375	364
30	373	362
31	372	360
32	374	357
33	373	363
34	373	363
35	378	367
36	371	366
37	371	360
38	374	359
39	364	359
40	378	364
41	379	362
42	384	364
43	376	361
44	378	363
45	365	360
46	379	358
47	376	368
48	375	367
49	378	364
50	366	360
51	370	360
52	375	360
53	370	359
54	372	361
55	372	362
56	371	360
57	370	362
58	373	363
59	371	365
60	362	358
61	368	363
62	367	362
63	371	360
64	371	361
65	378	367
66	375	363
67	369	360
68	366	359
69	378	361
70	373	360
71	368	359
72	371	362
73	376	365
74	372	361
75	372	363
76	370	362
77	370	365
78	367	362
79	369	359
80	366	358
81	363	359
82	380	361
83	372	359
84	368	362
85	369	361
86	375	362
87	370	362
88	369	360
89	381	361
90	369	364
91	368	357
92	382	362
93	370	362
94	370	360
95	368	360
96	381	359
97	371	364
98	373	359
99	374	363
