./instancias/texto_mas_parecido_20_500_3.txt#16:31:22#16:36:06
Iteración	Distancia Inicial	Distancia Obtenida
0	373	362
1	374	365
2	371	358
3	373	367
4	369	360
5	376	365
6	377	361
7	370	361
8	373	359
9	373	363
10	372	369
11	366	359
12	372	359
13	370	360
14	380	362
15	366	360
16	373	362
17	371	361
18	370	361
19	375	362
20	366	362
21	370	358
22	374	359
23	368	360
24	376	360
25	370	360
26	375	365
27	372	359
28	374	363
29	367	360
30	368	360
31	375	361
32	379	361
33	370	362
34	369	362
35	373	362
36	374	363
37	378	359
38	374	360
39	372	359
40	370	361
41	368	360
42	383	362
43	379	361
44	371	361
45	370	361
46	374	360
47	376	361
48	374	358
49	376	364
50	371	361
51	379	362
52	373	359
53	376	360
54	384	363
55	369	357
56	371	364
57	373	356
58	372	361
59	362	359
60	368	362
61	374	365
62	373	367
63	365	360
64	372	360
65	365	359
66	374	363
67	373	364
68	365	357
69	369	361
70	375	362
71	372	363
72	376	362
73	369	366
74	376	359
75	378	360
76	367	358
77	368	359
78	370	361
79	377	363
80	366	363
81	375	364
82	369	360
83	371	362
84	371	360
85	373	359
86	364	356
87	369	360
88	373	362
89	365	361
90	369	362
91	371	359
92	370	360
93	373	358
94	377	365
95	374	363
96	371	361
97	371	362
98	383	363
99	374	362
