./instancias/texto_mas_parecido_20_500_2.txt#17:17:08#17:21:53
Iteración	Distancia Inicial	Distancia Obtenida
0	377	363
1	375	367
2	370	364
3	368	360
4	373	365
5	368	362
6	374	364
7	372	364
8	378	366
9	375	363
10	379	363
11	375	359
12	368	357
13	371	362
14	368	359
15	380	366
16	370	363
17	367	359
18	373	364
19	370	362
20	374	361
21	380	364
22	373	362
23	372	359
24	366	360
25	382	362
26	393	362
27	378	364
28	375	363
29	372	362
30	376	361
31	372	359
32	381	363
33	378	362
34	366	362
35	367	358
36	370	358
37	371	364
38	371	367
39	367	362
40	381	365
41	387	365
42	372	366
43	373	360
44	373	360
45	367	362
46	373	364
47	359	354
48	364	360
49	364	361
50	372	361
51	365	362
52	374	363
53	370	360
54	366	359
55	369	363
56	368	360
57	367	363
58	366	359
59	372	366
60	370	364
61	374	361
62	375	363
63	369	359
64	368	360
65	364	357
66	365	363
67	367	361
68	372	363
69	373	361
70	368	359
71	375	363
72	367	361
73	370	359
74	374	364
75	369	361
76	372	359
77	369	363
78	372	362
79	376	361
80	366	362
81	379	361
82	378	364
83	369	363
84	378	367
85	367	362
86	370	364
87	375	364
88	368	359
89	379	360
90	374	367
91	373	366
92	372	360
93	377	366
94	367	364
95	371	368
96	374	358
97	370	366
98	378	361
99	371	359
