./instancias/texto_mas_parecido_20_500_3.txt#16:36:06#16:40:38
Iteración	Distancia Inicial	Distancia Obtenida
0	375	364
1	374	364
2	364	361
3	379	365
4	372	359
5	372	363
6	375	362
7	374	358
8	377	361
9	370	364
10	368	361
11	381	363
12	377	363
13	372	360
14	368	357
15	376	358
16	370	360
17	369	359
18	382	365
19	370	365
20	365	359
21	372	361
22	375	361
23	372	361
24	371	364
25	380	356
26	373	364
27	364	359
28	375	361
29	372	359
30	376	364
31	367	357
32	373	364
33	374	365
34	368	361
35	373	360
36	375	364
37	371	361
38	369	362
39	370	364
40	371	365
41	369	359
42	379	360
43	378	363
44	373	368
45	371	363
46	372	361
47	369	358
48	372	358
49	370	358
50	377	367
51	368	364
52	372	359
53	373	364
54	370	359
55	369	357
56	374	359
57	368	361
58	372	360
59	381	363
60	364	360
61	371	360
62	368	361
63	365	362
64	369	364
65	368	359
66	374	362
67	379	363
68	366	358
69	367	361
70	378	364
71	376	363
72	367	362
73	370	360
74	372	364
75	377	363
76	381	362
77	371	361
78	370	360
79	374	362
80	372	363
81	374	364
82	368	362
83	365	361
84	369	360
85	378	365
86	367	360
87	371	366
88	368	359
89	380	364
90	370	363
91	377	361
92	373	361
93	374	359
94	367	360
95	370	360
96	373	360
97	375	365
98	379	364
99	381	363
