./instancias/texto_mas_parecido_20_500_1.txt#17:38:53#17:44:29
Iteración	Distancia Inicial	Distancia Obtenida
0	371	364
1	367	362
2	375	364
3	368	361
4	378	362
5	371	361
6	372	366
7	375	362
8	376	363
9	378	364
10	376	368
11	372	362
12	375	363
13	376	369
14	375	366
15	372	360
16	378	370
17	370	363
18	369	360
19	373	365
20	377	362
21	370	364
22	367	360
23	385	363
24	380	363
25	367	359
26	375	366
27	376	363
28	365	363
29	374	367
30	378	358
31	369	360
32	382	365
33	378	360
34	377	365
35	369	366
36	376	366
37	370	362
38	370	359
39	380	365
40	372	365
41	366	359
42	376	366
43	380	367
44	378	364
45	389	367
46	370	365
47	373	363
48	377	365
49	372	359
50	366	363
51	368	360
52	371	364
53	383	366
54	373	364
55	373	364
56	375	366
57	375	366
58	374	362
59	371	362
60	380	364
61	381	367
62	366	364
63	370	360
64	368	365
65	366	360
66	378	365
67	373	362
68	377	367
69	376	370
70	365	360
71	376	364
72	375	361
73	370	364
74	376	364
75	373	368
76	379	367
77	373	362
78	371	368
79	372	363
80	374	363
81	377	366
82	371	367
83	375	362
84	367	359
85	371	366
86	366	361
87	367	362
88	370	364
89	379	365
90	374	363
91	370	362
92	374	366
93	375	370
94	378	365
95	376	366
96	372	362
97	369	362
98	377	365
99	373	364
