./instancias/texto_mas_parecido_20_500_3.txt#16:02:05#16:06:50
Iteración	Distancia Inicial	Distancia Obtenida
0	379	360
1	374	361
2	367	362
3	367	359
4	377	364
5	376	360
6	371	364
7	367	358
8	382	357
9	373	359
10	376	367
11	373	366
12	372	360
13	369	362
14	377	368
15	379	366
16	369	360
17	375	363
18	369	364
19	369	358
20	362	357
21	378	362
22	372	365
23	377	363
24	369	360
25	371	365
26	368	360
27	378	365
28	373	361
29	373	364
30	374	360
31	370	362
32	374	360
33	375	362
34	365	360
35	370	360
36	365	360
37	368	358
38	371	358
39	368	361
40	373	362
41	366	362
42	379	359
43	379	365
44	365	359
45	366	361
46	363	359
47	369	359
48	366	359
49	366	360
50	379	361
51	368	363
52	374	362
53	377	360
54	370	362
55	372	360
56	373	366
57	377	360
58	366	356
59	378	362
60	372	365
61	378	368
62	381	362
63	368	360
64	373	361
65	365	360
66	372	360
67	378	361
68	379	359
69	366	359
70	374	360
71	371	364
72	378	365
73	370	361
74	369	360
75	371	365
76	365	358
77	377	364
78	374	363
79	378	365
80	370	361
81	371	361
82	372	358
83	376	362
84	364	356
85	367	360
86	377	362
87	369	359
88	369	358
89	377	361
90	371	363
91	378	359
92	368	361
93	366	358
94	372	360
95	365	361
96	369	360
97	372	364
98	367	354
99	371	362
