./instancias/texto_mas_parecido_20_500_3.txt#15:53:07#15:57:25
Iteración	Distancia Inicial	Distancia Obtenida
0	373	362
1	366	359
2	372	362
3	369	362
4	366	362
5	372	357
6	373	359
7	378	358
8	369	364
9	376	364
10	370	359
11	367	361
12	380	360
13	377	366
14	376	361
15	369	361
16	374	366
17	367	362
18	366	356
19	366	359
20	376	360
21	376	361
22	372	364
23	368	358
24	372	357
25	371	359
26	373	360
27	372	362
28	368	360
29	370	361
30	378	365
31	369	356
32	376	363
33	363	359
34	375	364
35	370	361
36	372	362
37	375	363
38	360	359
39	365	358
40	381	362
41	365	360
42	376	364
43	369	358
44	371	359
45	383	364
46	369	365
47	375	358
48	367	360
49	370	360
50	375	363
51	372	363
52	372	364
53	367	359
54	374	361
55	377	362
56	364	361
57	367	358
58	376	361
59	372	364
60	367	359
61	372	359
62	367	362
63	376	363
64	371	360
65	379	363
66	378	365
67	377	363
68	372	364
69	367	360
70	368	360
71	369	360
72	369	361
73	373	364
74	368	360
75	377	363
76	378	361
77	369	358
78	380	363
79	370	355
80	377	363
81	366	359
82	368	361
83	370	358
84	371	360
85	370	359
86	372	361
87	377	363
88	359	357
89	370	363
90	368	358
91	381	367
92	376	361
93	365	359
94	369	362
95	364	359
96	366	361
97	377	361
98	366	358
99	370	363
