./instancias/texto_mas_parecido_20_500_2.txt#17:07:22#17:12:12
Iteración	Distancia Inicial	Distancia Obtenida
0	380	364
1	374	362
2	366	360
3	371	358
4	368	361
5	374	360
6	373	361
7	370	362
8	373	363
9	385	367
10	378	365
11	374	365
12	376	361
13	373	361
14	369	363
15	366	360
16	381	362
17	379	361
18	372	362
19	369	361
20	375	366
21	365	359
22	367	364
23	374	362
24	374	364
25	382	366
26	366	360
27	381	360
28	367	359
29	378	366
30	371	359
31	377	365
32	377	367
33	373	364
34	362	357
35	373	363
36	375	360
37	373	362
38	380	361
39	370	363
40	373	359
41	367	358
42	370	360
43	366	362
44	380	360
45	365	358
46	366	360
47	373	359
48	372	365
49	375	369
50	375	362
51	370	360
52	369	363
53	371	360
54	373	367
55	375	364
56	371	358
57	375	367
58	376	364
59	371	366
60	366	362
61	369	361
62	385	367
63	382	365
64	379	360
65	367	361
66	367	361
67	378	361
68	367	358
69	373	360
70	381	363
71	372	361
72	374	358
73	378	364
74	372	364
75	374	361
76	367	360
77	375	362
78	376	361
79	368	362
80	374	357
81	376	360
82	376	363
83	371	360
84	382	364
85	373	361
86	371	359
87	366	360
88	371	359
89	373	364
90	372	362
91	376	367
92	376	365
93	379	357
94	373	360
95	376	364
96	372	363
97	371	359
98	375	363
99	374	364
