./instancias/texto_mas_parecido_20_500_3.txt#15:57:25#16:02:05
Iteración	Distancia Inicial	Distancia Obtenida
0	369	361
1	371	362
2	370	358
3	366	359
4	370	362
5	371	364
6	372	366
7	370	359
8	371	361
9	374	362
10	369	362
11	371	359
12	371	364
13	375	362
14	374	361
15	367	361
16	374	363
17	367	361
18	369	360
19	370	357
20	369	361
21	366	361
22	378	364
23	369	362
24	372	364
25	369	363
26	371	361
27	381	359
28	374	362
29	371	362
30	373	361
31	378	359
32	376	357
33	373	361
34	373	357
35	373	361
36	370	360
37	376	363
38	369	362
39	369	362
40	369	360
41	369	359
42	367	362
43	372	362
44	376	363
45	373	365
46	368	366
47	375	361
48	368	361
49	370	364
50	373	360
51	363	358
52	369	361
53	376	359
54	367	359
55	367	359
56	373	358
57	376	359
58	371	364
59	368	360
60	374	365
61	372	363
62	370	363
63	371	359
64	371	360
65	371	360
66	377	359
67	380	360
68	367	362
69	366	359
70	372	360
71	380	365
72	372	361
73	373	364
74	374	359
75	368	356
76	370	361
77	383	364
78	367	360
79	377	359
80	374	361
81	369	363
82	369	359
83	369	365
84	373	364
85	375	363
86	380	358
87	371	361
88	381	366
89	367	362
90	379	360
91	377	365
92	371	358
93	373	361
94	376	363
95	367	360
96	371	361
97	378	360
98	376	361
99	364	361
