./instancias/texto_mas_parecido_20_500_2.txt#16:44:01#16:48:35
Iteración	Distancia Inicial	Distancia Obtenida
0	371	363
1	374	359
2	368	361
3	366	361
4	367	360
5	376	362
6	370	361
7	371	362
8	374	364
9	376	364
10	374	359
11	373	367
12	377	363
13	372	360
14	369	361
15	376	363
16	368	358
17	363	359
18	374	363
19	368	359
20	371	360
21	370	360
22	370	365
23	372	363
24	369	362
25	379	366
26	376	364
27	376	366
28	370	361
29	368	359
30	373	359
31	373	361
32	365	358
33	374	362
34	369	363
35	372	360
36	381	369
37	371	362
38	380	362
39	378	366
40	376	364
41	373	361
42	369	362
43	364	359
44	371	357
45	382	365
46	369	363
47	371	361
48	384	363
49	377	360
50	370	357
51	370	359
52	359	354
53	368	364
54	378	361
55	371	360
56	374	361
57	364	357
58	372	364
59	380	364
60	380	362
61	372	368
62	370	363
63	369	366
64	383	360
65	376	361
66	367	359
67	373	366
68	370	360
69	371	361
70	367	360
71	370	360
72	366	359
73	370	360
74	368	362
75	368	363
76	370	366
77	369	359
78	369	361
79	370	360
80	376	362
81	372	362
82	371	360
83	370	360
84	368	363
85	365	359
86	369	358
87	374	364
88	374	362
89	368	361
90	368	363
91	369	359
92	374	362
93	381	362
94	371	362
95	370	361
96	369	359
97	362	357
98	374	362
99	363	359
