./instancias/texto_mas_parecido_20_500_1.txt#17:44:29#17:50:32
Iteración	Distancia Inicial	Distancia Obtenida
0	371	364
1	372	364
2	372	361
3	371	363
4	371	362
5	368	361
6	370	364
7	373	362
8	383	365
9	371	360
10	376	368
11	372	364
12	379	366
13	375	365
14	376	363
15	396	363
16	377	367
17	374	366
18	368	363
19	379	367
20	370	365
21	373	362
22	378	365
23	376	370
24	383	365
25	378	366
26	376	365
27	387	367
28	370	366
29	379	365
30	371	362
31	376	364
32	374	366
33	383	366
34	371	360
35	374	361
36	376	364
37	369	363
38	368	364
39	369	358
40	371	362
41	372	363
42	370	361
43	375	362
44	373	365
45	379	364
46	372	362
47	382	363
48	386	364
49	376	361
50	372	362
51	381	367
52	371	362
53	372	365
54	379	367
55	386	365
56	377	363
57	376	366
58	374	365
59	377	364
60	380	366
61	364	362
62	375	365
63	376	358
64	369	360
65	372	364
66	378	368
67	377	368
68	375	364
69	380	365
70	371	362
71	372	361
72	367	362
73	376	362
74	370	362
75	377	364
76	375	361
77	378	367
78	374	362
79	376	366
80	367	361
81	384	364
82	375	370
83	381	365
84	377	366
85	368	361
86	372	357
87	370	364
88	374	362
89	374	363
90	374	363
91	371	362
92	368	358
93	368	360
94	384	365
95	369	360
96	375	364
97	377	363
98	367	360
99	367	359
