./instancias/texto_mas_parecido_20_500_1.txt#18:03:18#18:08:49
Iteración	Distancia Inicial	Distancia Obtenida
0	379	367
1	374	367
2	380	365
3	371	361
4	374	365
5	376	366
6	374	360
7	373	365
8	371	364
9	377	361
10	374	364
11	369	363
12	373	364
13	374	368
14	371	364
15	373	362
16	372	364
17	366	362
18	382	372
19	375	362
20	375	366
21	376	365
22	369	364
23	372	368
24	378	368
25	375	365
26	384	368
27	370	365
28	374	369
29	375	367
30	377	368
31	368	364
32	366	364
33	373	362
34	370	365
35	368	364
36	374	364
37	374	366
38	378	360
39	375	364
40	378	366
41	371	364
42	375	367
43	372	366
44	380	365
45	380	360
46	377	368
47	379	361
48	372	367
49	375	365
50	370	365
51	381	364
52	370	366
53	372	363
54	372	363
55	366	359
56	383	365
57	377	361
58	375	364
59	375	361
60	382	365
61	374	362
62	366	362
63	370	362
64	375	367
65	379	360
66	377	367
67	375	365
68	381	365
69	375	365
70	371	360
71	372	368
72	373	364
73	370	366
74	382	368
75	376	362
76	376	367
77	379	365
78	373	360
79	375	362
80	369	365
81	384	362
82	378	359
83	379	366
84	373	361
85	373	365
86	374	364
87	367	360
88	375	367
89	381	366
90	377	365
91	367	361
92	382	363
93	375	366
94	372	363
95	380	370
96	370	362
97	366	359
98	375	363
99	376	367
