./instancias/texto_mas_parecido_15_300_3.txt#00:01:48#00:02:43
Iteración	Distancia Inicial	Distancia Obtenida
0	228	218
1	231	215
2	226	217
3	222	214
4	220	215
5	223	214
6	222	214
7	225	218
8	218	216
9	220	217
10	222	216
11	237	217
12	224	215
13	234	214
14	223	216
15	225	219
16	231	213
17	229	216
18	221	212
19	225	220
20	230	217
21	225	217
22	221	214
23	225	214
24	230	221
25	223	213
26	224	218
27	226	219
28	230	221
29	224	217
30	228	214
31	230	221
32	221	216
33	227	217
34	225	214
35	226	214
36	224	214
37	229	218
38	230	219
39	223	217
40	225	215
41	226	219
42	231	221
43	229	217
44	223	214
45	223	216
46	222	215
47	224	215
48	235	217
49	223	219
50	217	213
51	219	215
52	222	217
53	225	218
54	222	216
55	226	217
56	231	219
57	226	216
58	221	215
59	225	219
60	222	215
61	226	222
62	228	217
63	221	214
64	221	216
65	223	215
66	227	216
67	219	215
68	228	217
69	228	218
70	226	214
71	226	221
72	224	218
73	219	214
74	227	215
75	232	221
76	222	215
77	225	216
78	226	215
79	228	216
80	221	219
81	225	215
82	223	214
83	223	215
84	226	216
85	221	217
86	229	216
87	221	214
88	222	212
89	220	214
90	226	220
91	227	215
92	220	214
93	232	217
94	219	214
95	220	219
96	229	220
97	224	214
98	229	216
99	223	216
