./instancias/texto_mas_parecido_15_300_3.txt#23:58:15#23:59:09
Iteración	Distancia Inicial	Distancia Obtenida
0	230	216
1	228	216
2	224	218
3	225	219
4	232	220
5	224	215
6	221	216
7	221	214
8	230	219
9	228	216
10	229	218
11	222	214
12	221	215
13	241	217
14	222	216
15	230	214
16	223	214
17	223	217
18	221	216
19	223	218
20	224	217
21	225	215
22	224	218
23	222	214
24	222	212
25	224	215
26	224	214
27	224	216
28	220	217
29	226	216
30	227	215
31	225	215
32	227	219
33	233	218
34	220	212
35	231	216
36	229	220
37	222	214
38	230	216
39	230	216
40	220	218
41	224	217
42	224	217
43	223	217
44	228	218
45	235	218
46	222	217
47	220	213
48	225	217
49	225	214
50	226	217
51	225	217
52	220	216
53	232	215
54	222	217
55	222	214
56	219	215
57	223	216
58	224	217
59	226	221
60	227	215
61	227	223
62	215	214
63	225	218
64	220	211
65	225	215
66	230	215
67	223	215
68	225	217
69	225	217
70	221	217
71	227	214
72	223	215
73	225	215
74	225	217
75	226	215
76	222	216
77	243	214
78	228	219
79	224	216
80	229	218
81	226	217
82	227	216
83	228	217
84	223	216
85	222	219
86	226	215
87	218	215
88	224	219
89	219	218
90	220	215
91	226	219
92	229	217
93	227	214
94	226	215
95	220	219
96	224	215
97	231	216
98	226	216
99	224	217
