./instancias/texto_mas_parecido_15_300_1.txt#20:12:09#20:13:04
Iteración	Distancia Inicial	Distancia Obtenida
0	220	215
1	228	218
2	225	215
3	220	217
4	225	215
5	225	215
6	225	213
7	225	213
8	220	217
9	223	215
10	229	215
11	225	218
12	219	215
13	222	212
14	227	218
15	226	214
16	222	215
17	224	218
18	227	215
19	224	215
20	233	215
21	229	218
22	224	219
23	223	212
24	221	216
25	228	215
26	221	214
27	221	213
28	223	212
29	228	215
30	227	214
31	221	215
32	221	217
33	223	217
34	221	217
35	225	219
36	225	217
37	228	218
38	217	213
39	223	215
40	231	214
41	227	216
42	225	215
43	220	216
44	222	216
45	221	214
46	223	213
47	227	217
48	226	215
49	221	214
50	220	215
51	222	218
52	223	216
53	223	214
54	224	218
55	221	212
56	224	216
57	218	216
58	224	216
59	223	215
60	219	214
61	228	215
62	221	213
63	227	215
64	221	213
65	224	217
66	221	216
67	229	219
68	220	215
69	225	217
70	219	215
71	223	216
72	216	214
73	225	217
74	222	214
75	224	214
76	226	219
77	225	219
78	220	214
79	220	213
80	222	216
81	221	218
82	227	213
83	225	215
84	236	219
85	235	218
86	223	216
87	217	212
88	228	218
89	223	217
90	226	218
91	222	212
92	225	217
93	223	216
94	226	213
95	224	216
96	227	215
97	225	214
98	229	218
99	224	211
