./instancias/texto_mas_parecido_15_300_1.txt#20:15:46#20:16:44
Iteración	Distancia Inicial	Distancia Obtenida
0	221	213
1	222	215
2	230	216
3	222	215
4	225	217
5	221	216
6	222	213
7	229	222
8	229	214
9	225	213
10	231	220
11	226	217
12	222	218
13	224	213
14	229	220
15	219	213
16	228	212
17	229	217
18	227	219
19	224	212
20	218	214
21	225	218
22	227	218
23	225	211
24	223	218
25	220	217
26	220	215
27	220	215
28	224	216
29	226	217
30	221	218
31	226	213
32	221	213
33	221	215
34	224	216
35	222	215
36	224	214
37	228	213
38	223	213
39	226	218
40	219	212
41	228	219
42	223	212
43	223	216
44	222	214
45	218	213
46	224	213
47	217	215
48	231	216
49	222	214
50	228	217
51	224	217
52	216	213
53	219	214
54	222	218
55	228	216
56	222	217
57	223	214
58	221	214
59	221	217
60	227	215
61	221	217
62	226	215
63	225	215
64	220	214
65	221	213
66	221	213
67	220	216
68	228	221
69	223	215
70	228	215
71	233	218
72	230	216
73	221	213
74	225	217
75	217	212
76	223	218
77	225	219
78	220	217
79	224	214
80	223	216
81	223	216
82	221	213
83	225	212
84	220	216
85	227	215
86	224	211
87	231	214
88	219	214
89	227	214
90	224	217
91	222	216
92	219	214
93	225	212
94	229	215
95	228	215
96	215	211
97	219	217
98	226	216
99	220	218
