./instancias/texto_mas_parecido_15_300_1.txt#20:16:44#20:17:37
Iteración	Distancia Inicial	Distancia Obtenida
0	221	215
1	225	214
2	222	217
3	227	214
4	217	212
5	224	214
6	226	215
7	225	214
8	224	214
9	227	214
10	218	215
11	218	212
12	223	216
13	223	215
14	219	216
15	227	215
16	221	217
17	222	215
18	229	220
19	222	215
20	219	215
21	221	212
22	220	214
23	226	217
24	225	214
25	224	216
26	223	215
27	219	214
28	222	216
29	223	215
30	226	216
31	223	219
32	219	215
33	230	215
34	228	215
35	230	217
36	222	213
37	221	217
38	227	217
39	222	215
40	221	215
41	219	211
42	219	214
43	224	220
44	224	217
45	223	214
46	221	217
47	222	211
48	223	213
49	226	216
50	227	216
51	225	215
52	219	215
53	227	213
54	219	215
55	233	215
56	223	217
57	220	215
58	223	219
59	216	212
60	220	216
61	223	216
62	223	216
63	222	218
64	223	216
65	222	214
66	220	214
67	225	214
68	224	213
69	215	212
70	229	218
71	219	216
72	229	219
73	224	214
74	224	216
75	221	215
76	223	217
77	218	212
78	219	213
79	230	218
80	222	215
81	228	214
82	217	214
83	223	214
84	222	218
85	221	213
86	219	214
87	229	217
88	222	217
89	222	216
90	216	213
91	228	216
92	217	211
93	223	212
94	226	216
95	222	212
96	222	214
97	229	214
98	231	217
99	223	216
