./instancias/texto_mas_parecido_15_300_1.txt#20:13:04#20:13:57
Iteración	Distancia Inicial	Distancia Obtenida
0	224	216
1	230	217
2	224	218
3	221	211
4	238	215
5	229	218
6	224	219
7	227	215
8	222	215
9	220	210
10	225	215
11	220	213
12	222	218
13	223	216
14	216	213
15	224	214
16	221	214
17	218	213
18	221	214
19	221	216
20	223	216
21	222	214
22	227	212
23	220	212
24	223	217
25	221	218
26	220	213
27	220	213
28	221	214
29	228	215
30	220	213
31	224	214
32	226	213
33	227	218
34	226	217
35	218	215
36	219	215
37	219	214
38	220	214
39	219	215
40	222	218
41	225	219
42	221	215
43	222	211
44	225	216
45	222	215
46	223	214
47	218	215
48	229	220
49	222	216
50	221	217
51	227	215
52	223	211
53	230	217
54	224	218
55	219	210
56	231	219
57	222	217
58	218	213
59	223	216
60	214	213
61	227	218
62	221	211
63	227	215
64	218	213
65	221	216
66	223	216
67	222	215
68	228	216
69	222	217
70	223	215
71	224	215
72	218	215
73	224	215
74	222	212
75	221	214
76	220	216
77	220	216
78	227	214
79	225	216
80	221	215
81	214	211
82	225	215
83	224	215
84	220	211
85	229	217
86	221	214
87	226	214
88	217	213
89	225	215
90	221	212
91	217	214
92	221	214
93	223	215
94	221	216
95	223	216
96	219	215
97	223	213
98	225	215
99	220	216
