./instancias/texto_mas_parecido_15_300_2.txt#23:50:48#23:51:45
Iteración	Distancia Inicial	Distancia Obtenida
0	220	212
1	219	212
2	232	217
3	218	212
4	222	215
5	215	212
6	221	216
7	222	216
8	222	215
9	224	218
10	224	210
11	220	210
12	218	213
13	223	214
14	220	213
15	227	215
16	219	210
17	223	216
18	225	214
19	224	214
20	224	214
21	219	212
22	221	213
23	227	217
24	220	216
25	224	214
26	224	215
27	217	211
28	219	214
29	228	219
30	227	210
31	222	214
32	224	214
33	221	215
34	218	212
35	222	213
36	216	213
37	231	214
38	225	216
39	229	215
40	226	212
41	221	213
42	221	214
43	225	215
44	234	215
45	217	214
46	222	213
47	227	217
48	222	214
49	219	212
50	222	215
51	234	215
52	227	217
53	220	213
54	230	215
55	220	217
56	221	215
57	217	213
58	218	214
59	220	215
60	229	214
61	223	214
62	227	214
63	223	218
64	223	216
65	221	217
66	225	213
67	217	214
68	225	215
69	224	216
70	225	219
71	222	216
72	227	213
73	218	214
74	223	211
75	221	213
76	220	211
77	224	214
78	221	218
79	225	217
80	223	213
81	222	214
82	223	212
83	222	216
84	221	212
85	221	213
86	226	217
87	224	215
88	227	214
89	238	216
90	223	211
91	222	213
92	230	217
93	221	209
94	221	213
95	217	211
96	220	212
97	220	214
98	229	215
99	226	213
